FirstName,LastName,BirthDate,Gender,Address,City,State,ZipCode,PhoneNumber,Email,SmokerStatus,Height,Weight,Occupation,AnnualIncome,PolicyNumber,PolicyType,IssueDate,MaturityDate,DeathBenefitAmount,PremiumAmount,PremiumFrequency,CashValue,SurrenderChargePercent,Status,RiskClass,UnderwritingDecision,BeneficiaryFirstName,BeneficiaryLastName,RelationshipToInsured,BeneficiaryType,PercentageShare,BeneficiaryAddress,BeneficiaryCity,BeneficiaryState,BeneficiaryZipCode,BeneficiaryPhone,BeneficiaryEmail,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus,ReferenceNumber,DueDate,LateFee,ProcessedBy
Patrick,Stewart,1951-08-21,M,47541 Christopher Meadows,Hawkinshaven,MT,14039,2156819956,fhughes@example.net,N,63.3,149.6,Mechanic,35882.93,LI99781580,Universal,2017-05-23,2043-05-17,270000.0,182.25,Monthly,4418.71,12.0,Paid-up,Standard,Approved,Evelyn,Stewart,Spouse,Primary,100.0,47541 Christopher Meadows,Hawkinshaven,MT,14039,+1-742-318-8424x6381,clairemartinez@example.com,2020-09-04,182.25,Bank Transfer,Completed,ACH-79057309,2020-09-04,0.0,Auto-Payment
Chase,Collins,1995-04-11,M,53511 Cordova Springs,New Anthony,AZ,33207,955-838-8287x204,ygraham@example.net,N,66.3,195.1,Receptionist,55190.61,LI24342797,Whole Life,2022-05-22,2092-05-04,370000.0,199.8,Monthly,2033.37,17.0,Active,Substandard,Approved,Sue,Collins,Child,Primary,100.0,53511 Cordova Springs,New Anthony,AZ,33207,(341)324-9568x8191,bettygarza@example.com,2023-04-17,199.8,Credit Card,Completed,CC-95396287,2023-04-17,0.0,Customer Service
Gina,White,1946-01-08,F,4111 Justin Falls Suite 124,Gregoryton,RI,43137,(700)646-1526,hdavid@example.org,N,64.6,189.4,Firefighter,26082.85,LI18100981,Universal,2016-05-23,2037-05-18,260000.0,263.25,Monthly,8237.58,11.0,Active,Substandard,Approved,Kaylee,Patterson,Parent,Primary,100.0,25804 Park Fort,South Tinamouth,NJ,17130,312-971-6810,omccullough@example.com,2017-06-13,263.25,Bank Transfer,Completed,ACH-93163741,2017-06-17,0.0,System
Dominique,Curry,1973-06-29,F,2175 Anderson Junctions Apt. 800,South Tammyland,SD,59067,544.779.4592,cabrerajennifer@example.net,N,63.0,158.9,Business Analyst,81554.25,LI49296064,Whole Life,2020-05-22,2068-05-10,860000.0,580.5,Monthly,12209.47,15.0,Active,Standard,Approved,Curry Family,Trust,Trust,Primary,100.0,2382 Rice Glens Suite 967,Harrisonport,OK,69499,986.548.8788,richardashley@example.com,2020-05-22,580.5,Credit Card,Completed,CC-40421323,2020-05-22,0.0,System
Steven,Cortez,1979-08-20,M,426 Mejia Ways Apt. 336,Lowefurt,AK,67283,(789)667-1360,pamela92@example.org,N,70.9,174.1,Architect,50911.1,LI26436572,Term,2020-05-22,2035-05-19,470000.0,38.07,Quarterly,0.0,0.0,Active,Preferred Plus,Approved,Cortez Family,Trust,Trust,Primary,34.0,5003 Chelsey Place,Stephenside,GA,42030,842.220.8652x07748,michaelrussell@example.org,2022-05-12,38.07,Bank Transfer,Completed,ACH-06264169,2022-05-12,0.0,System
Daniel,Irwin,2000-11-09,M,532 Michelle Valleys Suite 758,Smithhaven,MH,80317,232-769-8344x3695,hineskrystal@example.com,N,70.8,222.0,Journalist,55105.25,LI02949441,Term,2018-05-23,2028-05-20,490000.0,13.23,Monthly,0.0,0.0,Active,Standard,Approved,Kathleen,Irwin,Child,Primary,12.0,532 Michelle Valleys Suite 758,Smithhaven,MH,80317,695-361-6898x37501,mcintyregary@example.org,2021-07-06,13.23,Credit Card,Completed,CC-82313472,2021-07-06,0.0,Agent
Eric,Leon,1960-03-06,M,6399 Jose View,Johnsonhaven,HI,91501,001-936-796-2690x2220,erica61@example.com,Y,70.0,190.6,Computer Programmer,56545.71,LI68555482,Indexed Universal,2018-05-23,2053-05-14,530000.0,715.5,Monthly,15226.2,13.0,Active,Substandard,Approved,Kyle,Leon,Sibling,Primary,100.0,370 David Overpass Apt. 010,New John,GU,28696,611.729.7974,toddmccann@example.com,2025-01-16,715.5,Bank Transfer,Completed,ACH-52396052,2025-01-16,0.0,System
Daniel,Irwin,2000-11-09,M,532 Michelle Valleys Suite 758,Smithhaven,MH,80317,232-769-8344x3695,hineskrystal@example.com,N,70.8,222.0,Journalist,55105.25,LI02949441,Term,2018-05-23,2028-05-20,490000.0,13.23,Monthly,0.0,0.0,Active,Standard,Approved,Kathleen,Irwin,Child,Primary,12.0,532 Michelle Valleys Suite 758,Smithhaven,MH,80317,695-361-6898x37501,mcintyregary@example.org,2020-09-09,13.23,Credit Card,Completed,CC-57479004,2020-09-09,0.0,Auto-Payment
Frank,Hawkins,2004-04-04,M,47314 Lauren Point Suite 477,Scottmouth,AK,29491,(366)456-0076x2282,davidcalderon@example.org,N,70.4,229.3,Computer Programmer,46378.15,LI45807472,Term,2020-05-22,2050-05-15,600000.0,38.88,Quarterly,0.0,0.0,Active,Preferred,Approved,Antonio,Anderson,Parent,Primary,100.0,041 Tammy Walk,New Stevenburgh,OR,26398,+1-462-858-4040x93373,petersjennifer@example.net,2020-08-20,38.88,Credit Card,Completed,CC-87106217,2020-08-20,0.0,Auto-Payment
Joe,Kim,1984-08-09,M,20878 Paula Neck Apt. 151,Ashleytown,VT,78847,862.463.7484x5398,michelle90@example.net,N,73.6,219.8,Engineer,102185.23,LI91570099,Universal,2019-05-23,2078-05-08,760000.0,123.12,Monthly,2610.12,14.0,Active,Preferred Plus,Approved,Richard,Castillo,Parent,Primary,100.0,41452 Vaughan Harbor,Hillshire,CA,90295,535-409-0435x18406,dana65@example.org,2021-06-11,123.12,Cash,Completed,CSH-52541432,2021-06-11,0.0,Auto-Payment
Jasmine,Cohen,1949-05-01,F,312 Jonathan Junctions Suite 068,South Ashley,NM,82601,268.929.3844x0134,matthewyoung@example.net,N,64.7,183.6,Construction Worker,34023.67,LI60229269,Whole Life,2018-05-23,2042-05-17,220000.0,247.5,Monthly,6546.6,13.0,Active,Standard,Rated,Christopher,Brooks,Parent,Primary,62.0,21168 Powell Shores Apt. 289,New Natalie,CO,34226,+1-689-565-6917x815,vpratt@example.org,2024-05-01,247.5,Cash,Completed,CSH-31450623,2024-04-21,12.38,Agent
James,Reed,1947-09-18,M,6277 Bowers Wall,Shannonmouth,WA,93219,(559)920-2461x75202,rebecca26@example.org,N,66.8,199.3,Engineer,88594.1,LI90814673,Term,2018-05-23,2038-05-18,990000.0,167.06,Monthly,0.0,0.0,Active,Substandard,Approved,Kathy,Reed,Sibling,Primary,72.0,893 Bobby Underpass Apt. 898,North Timothybury,FL,95833,(674)678-3019,smithstacey@example.org,2023-07-26,167.06,Credit Card,Completed,CC-94058918,2023-07-26,0.0,Auto-Payment
Jordan,Peters,1985-11-29,M,63578 Emily Forks,Grantville,TN,19625,239-774-3699,angela57@example.com,N,68.1,191.3,Civil Engineer,36171.83,LI37554180,Universal,2019-05-23,2079-05-08,200000.0,54.0,Monthly,1300.19,14.0,Active,Standard,Approved,Matthew,Peters,Child,Primary,100.0,63578 Emily Forks,Grantville,TN,19625,3958471774,sfreeman@example.com,2022-04-07,54.0,Credit Card,Completed,CC-53780867,2022-04-07,0.0,Customer Service
Bradley,Kidd,1980-10-10,M,51272 Chavez Alley,Boonefurt,MI,92092,(622)941-9768x7849,qgallegos@example.org,N,69.1,194.7,Receptionist,34675.04,LI06757297,Indexed Universal,2018-05-23,2073-05-09,240000.0,51.84,Monthly,1146.18,13.0,Active,Preferred Plus,Approved,John,Brewer,Parent,Primary,100.0,67164 Allen Key,West Michaelport,VA,88712,(726)305-5385x5588,robinsonjoseph@example.com,2022-03-31,51.84,Check,Completed,CHK-44556363,2022-04-02,0.0,System
Renee,Buck,1956-04-12,F,379 Jacobs Road Suite 225,New Robert,KS,34335,584-236-8681x1143,mscott@example.net,N,72.0,199.0,Doctor,215211.11,LI70834596,Indexed Universal,2017-05-23,2048-05-15,2020000.0,1818.0,Monthly,75409.33,12.0,Active,Standard,Approved,Sean,Buck,Sibling,Primary,51.0,483 Mccormick Corners,Williamsland,VI,84843,+1-940-635-1957x3009,xtyler@example.org,2021-11-28,1818.0,Check,Pending,CHK-33286512,2021-11-28,0.0,System
Manuel,Brown,1969-11-14,M,3263 John Stream Suite 524,Dawnton,NC,54881,+1-840-735-5338x0339,scottsmith@example.com,Y,68.2,161.5,Pharmacist,95857.38,LI83023812,Whole Life,2016-05-23,2060-05-12,900000.0,607.5,Monthly,21508.15,11.0,Active,Standard,Approved,Brown Family,Trust,Trust,Primary,100.0,17749 Terri Trafficway,Grahammouth,MN,03553,001-404-737-5315x752,moranjohn@example.net,2021-04-25,607.5,Cash,Completed,CSH-87231425,2021-04-27,0.0,Customer Service
Molly,Barron,1953-11-01,F,184 Miguel River,Robertsonborough,AL,84134,905-305-7397x69156,mcarter@example.net,Y,64.0,173.6,Marketing Specialist,62778.48,LI29024295,Variable,2020-05-22,2048-05-15,770000.0,485.1,Monthly,11371.48,15.0,Active,Preferred,Approved,Barron Family,Trust,Trust,Primary,100.0,2477 Daniel Mission,Leeside,CO,45246,(316)621-7367x13873,haletina@example.org,2021-01-17,485.1,Credit Card,Completed,CC-19269379,2021-01-17,0.0,System
Katherine,Jordan,1982-08-29,F,119 Jesse Way,East Stuartside,WA,10017,287-623-3351,hullrobert@example.com,Y,69.2,191.7,Retail Associate,47399.09,LI33757261,Variable,2020-05-22,2077-05-08,220000.0,1155.0,Annually,2048.42,15.0,Active,Substandard,Approved,Ashley,Jordan,Sibling,Primary,100.0,389 Connor Mount,Sabrinaside,SD,17678,8793077988,nathanielmccarthy@example.com,2023-05-22,1155.0,Cash,Completed,CSH-33702884,2023-05-22,0.0,Auto-Payment
Tanner,Phillips,1950-04-26,M,613 Christopher Row Suite 530,West Jeffreyborough,AR,40780,607-778-1109x6598,stephen63@example.net,N,66.3,180.2,Nurse,64226.11,LI07145033,Whole Life,2015-05-24,2040-05-17,310000.0,279.0,Monthly,11661.71,10.0,Active,Preferred,Approved,Jerry,Phillips,Sibling,Primary,100.0,483 Hill Land Suite 726,West April,MN,44510,+1-800-823-0972x96782,armstrongderrick@example.net,2020-06-26,279.0,Check,Completed,CHK-43437843,2020-06-26,0.0,Auto-Payment
Austin,Brown,1991-05-08,M,941 Erik Landing Apt. 810,Kleinport,CT,83638,(424)887-0987,michelle96@example.org,N,71.3,194.4,Lab Technician,40191.59,LI75222665,Indexed Universal,2021-05-22,2087-05-06,480000.0,110.59,Monthly,1305.3,16.0,Active,Preferred,Approved,Tina,Brown,Spouse,Primary,100.0,941 Erik Landing Apt. 810,Kleinport,CT,83638,001-560-927-8462x4068,brooke45@example.net,2021-12-18,110.59,Bank Transfer,Completed,ACH-57749376,2021-12-18,0.0,System
Robert,Lara,1955-07-10,M,4267 Monica Land Apt. 272,Lesliestad,IN,33125,856.456.9764x8784,joshuapham@example.com,N,70.1,186.4,Lab Technician,40946.53,LI10159963,Variable,2023-05-22,2053-05-14,430000.0,338.62,Monthly,1221.48,18.0,Active,Standard,Approved,Sherry,Lara,Child,Primary,100.0,2361 Michael Ramp,Ramosport,DC,26914,488.550.7904x755,normanmary@example.net,2025-02-10,338.62,Credit Card,Pending,CC-32176994,2025-02-10,0.0,System
James,Thompson,1946-09-19,M,2720 Emily Way,Sethborough,NH,28128,(964)707-8308x306,maymichael@example.com,N,67.8,202.1,Receptionist,58352.43,LI99601011,Indexed Universal,2018-05-23,2039-05-18,500000.0,1350.0,Quarterly,10645.09,13.0,Active,Standard,Approved,Rachael,Thompson,Spouse,Primary,100.0,6274 Brandon Streets,Williamsburgh,CT,82164,824-416-4479,amy32@example.org,2024-07-20,1350.0,Check,Completed,CHK-63271056,2024-07-20,0.0,Customer Service
Chase,Collins,1995-04-11,M,53511 Cordova Springs,New Anthony,AZ,33207,955-838-8287x204,ygraham@example.net,N,66.3,195.1,Receptionist,55190.61,LI43020945,Whole Life,2017-05-23,2087-05-06,560000.0,483.84,Quarterly,4496.89,12.0,Active,Preferred,Approved,Collins Family,Trust,Trust,Primary,100.0,219 Jeffrey Drive Suite 171,Paulfurt,VT,62252,248-398-1532,lyonserin@example.net,2019-02-16,483.84,Credit Card,Completed,CC-07315734,2019-02-12,24.19,Auto-Payment
Christopher,Brooks,1975-07-15,M,543 Martinez Square,West Derekmouth,NH,55318,(553)349-2929,fvincent@example.org,N,66.5,153.0,Receptionist,41188.83,LI63076151,Universal,2018-05-23,2068-05-10,180000.0,109.35,Monthly,2322.33,13.0,Active,Substandard,Approved,Andrew,Brooks,Child,Primary,100.0,523 Nicholas Center,Robertchester,AS,06447,412.741.3739x491,bradleypatricia@example.com,2022-10-29,109.35,Credit Card,Completed,CC-42298570,2022-10-29,0.0,System
Nicholas,Davenport,1949-09-09,M,113 Lopez Pine,New Colleen,HI,73694,001-786-419-5761x2286,umahoney@example.net,N,65.6,193.0,Computer Programmer,35192.14,LI84343110,Whole Life,2018-05-23,2042-05-17,170000.0,191.25,Monthly,5411.05,13.0,Active,Standard,Approved,Jillian,Le,Parent,Primary,31.0,6958 Beverly Vista Suite 687,Goodwinshire,TX,20299,001-944-799-3136,umoore@example.com,2023-10-24,191.25,Check,Completed,CHK-70690561,2023-10-24,0.0,Customer Service
Katherine,Spencer,1981-02-02,F,8280 Baker Ramp Suite 954,Bryanshire,AZ,17304,(259)505-6165x565,jimmycollins@example.org,N,67.0,207.5,Dentist,152112.63,LI41501096,Whole Life,2018-05-23,2074-05-09,810000.0,218.7,Monthly,6690.48,13.0,Active,Preferred Plus,Approved,Spencer Family,Trust,Trust,Primary,100.0,0741 Matthew Roads,Perrybury,IA,74355,5363385743,morgan00@example.org,2019-12-09,218.7,Credit Card,Completed,CC-29577030,2019-12-14,0.0,Auto-Payment
Rachel,Chandler,1982-10-19,F,52229 Joyce Extension,Lake Ronaldmouth,TN,77201,743-588-2325,lukecase@example.com,N,64.0,173.3,Graphic Designer,36770.21,LI97788770,Variable,2016-05-23,2073-05-09,210000.0,99.22,Monthly,4390.64,11.0,Active,Substandard,Approved,Kenneth,Hernandez,Parent,Primary,49.0,32302 Daniel Stravenue,South Diana,MH,52752,7172385555,cody81@example.net,2018-03-10,99.22,Credit Card,Completed,CC-06391142,2018-03-14,0.0,System
Casey,Anderson,1981-02-03,F,842 Sloan Orchard Suite 517,East Karenbury,VI,89148,001-868-751-6048x1754,leonardthomas@example.net,Y,65.8,164.8,Attorney,163844.77,LI80072646,Indexed Universal,2019-05-23,2075-05-09,1090000.0,392.4,Monthly,10664.58,14.0,Active,Standard,Approved,Patricia,Eaton,Parent,Primary,100.0,2840 Dylan Stream,Ralphfurt,NJ,11206,+1-232-902-5342x3867,tcruz@example.org,2020-05-16,392.4,Bank Transfer,Completed,ACH-30174551,2020-05-17,0.0,Agent
Sarah,Becker,1956-05-13,F,12886 Silva Island Suite 699,Gregoryhaven,FM,20990,001-984-370-5203x132,jasonmoore@example.org,N,61.0,135.4,Designer,43640.96,LI41173721,Universal,2018-05-23,2049-05-15,320000.0,324.0,Monthly,8949.86,13.0,Active,Substandard,Approved,Sandra,Lawrence,Parent,Primary,45.0,224 Hanna River,Ernesttown,MN,90303,459.927.7513x09373,arieldavis@example.com,2021-01-07,324.0,Credit Card,Completed,CC-11503981,2021-01-07,0.0,Customer Service
Alyssa,Branch,1951-04-23,F,11786 Carolyn Spur,East Markport,VT,58852,+1-260-322-0695x35412,iansantana@example.net,Y,64.0,204.0,Chef,40588.32,LI20332076,Indexed Universal,2018-05-23,2044-05-16,470000.0,2444.0,Semi-annually,7055.58,13.0,Active,Standard,Approved,Nathaniel,Branch,Sibling,Primary,100.0,4237 Brianna Ramp Suite 704,West Marilynmouth,PW,71347,+1-761-236-4323,gallen@example.com,2022-05-02,2444.0,Bank Transfer,Pending,ACH-63885635,2022-05-02,0.0,System
Michael,Smith,1984-01-22,M,2043 Brown Shoal,North Paulview,TN,87021,(310)446-3681x579,vincentellis@example.net,N,70.0,210.7,Consultant,41650.88,LI96577267,Universal,2015-05-24,2074-05-09,240000.0,51.84,Monthly,2129.91,10.0,Active,Preferred,Approved,Michelle,Smith,Spouse,Primary,100.0,526 Leslie Mountain Apt. 683,South Taramouth,VI,15354,614-724-1248,tammy73@example.org,2019-11-26,51.84,Cash,Completed,CSH-23393404,2019-11-29,0.0,System
Adam,Williams,1975-06-08,M,6582 Holloway Passage,Port Matthew,TN,54906,879.341.2886,patrickemily@example.org,N,70.7,209.8,Sales Representative,58185.17,LI59529370,Term,2016-05-23,2036-05-18,530000.0,28.62,Monthly,0.0,0.0,Active,Preferred,Approved,Mandy,Williams,Child,Primary,100.0,6582 Holloway Passage,Port Matthew,TN,54906,370.757.5494,mparker@example.org,2020-09-29,28.62,Cash,Completed,CSH-13722216,2020-09-29,0.0,Agent
Christian,Malone,1949-07-06,M,779 Maldonado Port,Michellemouth,FL,58141,377-644-9058,dhayes@example.com,N,75.7,234.9,Graphic Designer,42742.17,LI65265097,Universal,2016-05-23,2040-05-17,410000.0,221.4,Monthly,6638.89,11.0,Active,Preferred,Rated,Kristy,King,Parent,Primary,100.0,85670 Tiffany Streets Suite 153,Hansenview,HI,07732,+1-955-955-3544x07896,dawnmerritt@example.org,2023-03-18,221.4,Cash,Completed,CSH-28460333,2023-03-18,0.0,Agent
Ann,Mckenzie,1989-03-26,F,13361 Dawn Turnpike,Justinland,NE,39779,(931)465-4413,yharrison@example.net,Y,67.5,161.6,Physical Therapist,37026.66,LI58145197,Variable,2024-05-21,2088-05-05,260000.0,65.52,Monthly,106.09,19.0,Active,Standard,Approved,Mckenzie Family,Trust,Trust,Primary,100.0,11202 Jackson Crescent,Allenland,NM,39215,+1-719-893-8927x33409,lukekim@example.org,2024-07-20,65.52,Cash,Completed,CSH-22629918,2024-07-20,0.0,Agent
Christopher,Greer,1985-04-09,M,298 Jackson Spur,Sandrashire,CA,30623,(962)210-3886x2912,davisdonna@example.net,N,69.8,187.8,Manager,58379.96,LI41518639,Indexed Universal,2018-05-23,2078-05-08,610000.0,219.6,Monthly,4332.52,13.0,Active,Standard,Approved,Greer Family,Trust,Trust,Primary,100.0,1937 Bennett Village Suite 465,East Jesus,GU,58724,349.363.3792x262,aaron37@example.com,2023-05-27,219.6,Check,Completed,CHK-16907137,2023-05-27,0.0,Auto-Payment
Molly,Barron,1953-11-01,F,184 Miguel River,Robertsonborough,AL,84134,905-305-7397x69156,mcarter@example.net,Y,64.0,173.6,Marketing Specialist,62778.48,LI29024295,Variable,2020-05-22,2048-05-15,770000.0,485.1,Monthly,11371.48,15.0,Active,Preferred,Approved,Barron Family,Trust,Trust,Primary,100.0,2477 Daniel Mission,Leeside,CO,45246,(316)621-7367x13873,haletina@example.org,2021-06-26,485.1,Cash,Completed,CSH-70760024,2021-06-16,24.26,Agent
Joel,Tyler,1987-08-03,M,33053 Cheryl Stream Suite 969,Amberfort,OH,02148,255-357-2773x82646,whoffman@example.org,N,67.3,191.9,Engineer,122647.48,LI34715230,Indexed Universal,2018-05-23,2080-05-07,1030000.0,237.31,Monthly,6549.63,13.0,Active,Preferred,Approved,Amanda,Tyler,Spouse,Primary,100.0,33053 Cheryl Stream Suite 969,Amberfort,OH,02148,401.880.5893x5967,michaelsavage@example.org,2020-03-13,237.31,Cash,Completed,CSH-16143008,2020-03-13,0.0,Auto-Payment
Heather,Brooks,1962-08-04,F,8153 Little Square Apt. 789,Matthewton,AS,76173,441.528.6558x16759,sherridavis@example.org,N,69.6,207.3,Sales Representative,26290.15,LI20938415,Variable,2018-05-23,2055-05-14,190000.0,673.31,Quarterly,7830.42,13.0,Active,Substandard,Approved,Wendy,Brooks,Child,Primary,100.0,8153 Little Square Apt. 789,Matthewton,AS,76173,(391)827-1643,sara80@example.org,2024-04-21,673.31,Check,Completed,CHK-22354846,2024-04-21,0.0,Agent
Andre,Martinez,1957-01-08,M,47165 Smith Ranch,Matthewstad,IL,40318,(999)879-9070x75504,hendersonbrenda@example.com,N,72.5,225.9,Police Officer,34493.7,LI68723140,Term,2020-05-22,2050-05-15,260000.0,29.25,Monthly,0.0,0.0,Active,Standard,Rated,Martinez Family,Trust,Trust,Primary,31.0,303 Tracy Ranch Suite 099,South Michael,IL,64314,(684)781-4196x79918,hansonaaron@example.net,2023-01-12,29.25,Check,Completed,CHK-53824218,2023-01-07,10.0,Auto-Payment
Todd,Carter,1997-01-01,M,65789 Ashley View Apt. 956,Laurieside,ND,58356,214-486-0050,joseph28@example.com,Y,74.3,232.4,Lawyer,239909.02,LI14276197,Indexed Universal,2016-05-23,2088-05-05,2400000.0,777.6,Monthly,25764.75,11.0,Active,Substandard,Approved,Jacob,Potter,Parent,Primary,100.0,54947 Valencia Branch,Rodneystad,IL,34040,(454)822-8803,jacksontimothy@example.net,2021-08-25,777.6,Bank Transfer,Completed,ACH-66118953,2021-08-25,0.0,Auto-Payment
Lisa,Lewis,1945-07-09,F,1489 Blair Points,Lake Ashley,ME,10124,001-914-479-0534,briannaandrade@example.net,N,72.7,180.1,Graphic Designer,38797.07,LI74864527,Universal,2023-05-22,2043-05-17,440000.0,297.0,Monthly,1415.65,18.0,Active,Standard,Approved,Alex,Lewis,Sibling,Primary,17.0,42699 Stanley Prairie Suite 976,Gilbertshire,GU,01832,3785281604,tlawrence@example.net,2024-05-17,297.0,Check,Completed,CHK-84908466,2024-05-16,14.85,Auto-Payment
Nicholas,Dodson,1953-06-01,M,3107 Martin Mount Apt. 772,Lopezstad,SC,61357,001-501-365-8046x498,jill08@example.net,Y,67.2,174.3,Software Developer,122049.72,LI04423283,Universal,2015-05-24,2043-05-17,1240000.0,13950.0,Annually,50239.68,10.0,Active,Substandard,Approved,Joseph,Baker,Parent,Primary,100.0,854 Odonnell Motorway,Port Laurenview,MH,70491,834.265.8672,craigjones@example.net,2018-05-23,13950.0,Cash,Completed,CSH-32629268,2018-05-23,0.0,Customer Service
Manuel,Brown,1969-11-14,M,3263 John Stream Suite 524,Dawnton,NC,54881,+1-840-735-5338x0339,scottsmith@example.com,Y,68.2,161.5,Pharmacist,95857.38,LI83023812,Whole Life,2016-05-23,2060-05-12,900000.0,607.5,Monthly,21508.15,11.0,Active,Standard,Approved,Brown Family,Trust,Trust,Primary,100.0,17749 Terri Trafficway,Grahammouth,MN,03553,001-404-737-5315x752,moranjohn@example.net,2018-09-10,607.5,Check,Pending,CHK-19996732,2018-09-10,0.0,System
Meghan,Evans,2004-02-04,F,166 Finley Locks,East Williamport,FM,78731,001-983-892-2501x425,stevenhopkins@example.org,N,66.4,189.8,Designer,40015.28,LI68972632,Indexed Universal,2018-05-23,2097-05-03,260000.0,259.58,Semi-annually,764.18,13.0,Active,Preferred,Approved,Jennifer,Evans,Child,Primary,90.0,166 Finley Locks,East Williamport,FM,78731,594.384.2266,kevin30@example.net,2018-05-23,259.58,Credit Card,Completed,CC-41140914,2018-05-23,0.0,Auto-Payment
Allison,Juarez,1960-03-01,F,640 Ryan Dale Suite 737,Port David,OR,65803,(272)492-7318x683,riveramicheal@example.net,N,67.4,178.1,Civil Engineer,53957.23,LI09087646,Variable,2016-05-23,2051-05-15,550000.0,2002.0,Semi-annually,12662.01,11.0,Active,Preferred,Approved,Christine,Juarez,Sibling,Primary,100.0,870 Martin Keys,Port Jasonburgh,NJ,23557,686-418-2114x08487,owilson@example.com,2025-04-06,2002.0,Bank Transfer,Completed,ACH-68148135,2025-04-06,0.0,Agent
Jeffrey,Rogers,1953-08-09,M,71859 Charles Dam,Cardenashaven,VA,37788,+1-285-263-7114x2943,mcmillanjohn@example.com,N,72.4,212.3,Computer Programmer,40757.05,LI06572213,Whole Life,2018-05-23,2046-05-16,270000.0,243.0,Monthly,5993.74,13.0,Active,Preferred,Approved,Michael,Rogers,Child,Primary,100.0,71859 Charles Dam,Cardenashaven,VA,37788,(548)317-2971,beckerjulia@example.org,2018-08-21,243.0,Bank Transfer,Completed,ACH-56068366,2018-08-21,0.0,Auto-Payment
Robert,Bruce,1996-08-10,M,402 Park Inlet,Michaelburgh,VI,19277,001-861-920-1836,eric45@example.net,N,65.5,148.8,Driver,31133.55,LI20056438,Term,2016-05-23,2031-05-20,440000.0,9.5,Monthly,0.0,0.0,Active,Preferred,Approved,James,Bruce,Child,Primary,100.0,402 Park Inlet,Michaelburgh,VI,19277,001-718-398-9878x77677,vincentmarshall@example.org,2020-04-02,9.5,Cash,Completed,CSH-87343359,2020-04-02,0.0,Agent
Erik,Smith,1977-04-24,M,189 Hoffman Islands Suite 329,Gutierrezside,OK,28463,(552)694-4716x19827,lewiskaylee@example.org,Y,74.8,234.6,Consultant,41218.4,LI20148853,Variable,2019-05-23,2071-05-10,320000.0,100.8,Monthly,1874.39,14.0,Active,Standard,Approved,Michelle,Smith,Sibling,Primary,100.0,55501 Jamie Via Suite 317,Lake Tommy,LA,82079,(731)788-5340x26101,patrickorr@example.org,2022-09-04,100.8,Cash,Completed,CSH-49003366,2022-09-04,0.0,Auto-Payment
Gerald,Chapman,1969-02-19,M,942 Kevin Ridges Apt. 165,East Sarahtown,FM,05665,4243539313,miranda13@example.org,N,70.5,210.5,Manager,68841.61,LI41015964,Whole Life,2016-05-23,2060-05-12,370000.0,374.62,Monthly,12683.92,11.0,Active,Substandard,Approved,April,Patterson,Parent,Primary,100.0,454 Smith Islands Apt. 965,South Brandon,VI,33824,368.509.8568x3505,kyle02@example.com,2024-02-11,374.62,Credit Card,Completed,CC-83164648,2024-02-11,0.0,Customer Service
Joshua,Ward,1954-03-19,M,264 Micheal Brooks Suite 420,Jenkinsside,PR,30252,(725)736-6677x7675,handerson@example.org,Y,73.4,210.3,Engineer,97289.27,LI51177332,Indexed Universal,2017-05-23,2046-05-16,1060000.0,2862.0,Quarterly,28622.3,12.0,Active,Standard,Approved,Angela,Ward,Spouse,Primary,56.0,264 Micheal Brooks Suite 420,Jenkinsside,PR,30252,+1-772-665-5813x2613,mandyknapp@example.org,2020-11-03,2862.0,Bank Transfer,Completed,ACH-39982945,2020-11-03,0.0,Agent
Stephanie,Li,1950-11-23,F,98391 Vickie Lodge Apt. 001,Kennethmouth,MO,19741,+1-514-930-4913x410,edwin87@example.org,N,62.5,151.6,Engineer,108373.16,LI93070704,Variable,2015-05-24,2040-05-17,690000.0,326.02,Monthly,19089.57,10.0,Active,Preferred Plus,Approved,Li Family,Trust,Trust,Primary,100.0,9912 Ruben Flats,East April,MH,97127,+1-829-979-8013x47209,amandamclean@example.com,2015-09-21,326.02,Cash,Completed,CSH-29150230,2015-09-21,0.0,Auto-Payment
Christian,Malone,1949-07-06,M,779 Maldonado Port,Michellemouth,FL,58141,377-644-9058,dhayes@example.com,N,75.7,234.9,Graphic Designer,42742.17,LI65265097,Universal,2016-05-23,2040-05-17,410000.0,221.4,Monthly,6638.89,11.0,Active,Preferred,Rated,Kristy,King,Parent,Primary,100.0,85670 Tiffany Streets Suite 153,Hansenview,HI,07732,+1-955-955-3544x07896,dawnmerritt@example.org,2025-02-05,221.4,Check,Completed,CHK-62792500,2025-02-05,0.0,Customer Service
Robert,Rivera,1967-03-01,M,924 Morrison Square Apt. 752,Novakport,WA,91590,+1-479-235-6465x1939,nhahn@example.com,Y,69.4,177.7,Firefighter,58119.5,LI56251215,Indexed Universal,2018-05-23,2060-05-12,260000.0,631.8,Quarterly,5367.74,13.0,Active,Substandard,Approved,Melissa,Rivera,Child,Primary,100.0,9829 Anthony Island,Woodsfort,TN,79251,+1-583-667-6074x1059,stewartkelsey@example.org,2025-04-13,631.8,Credit Card,Completed,CC-89164452,2025-04-16,0.0,Agent
