FirstName,LastName,BirthDate,Gender,Address,City,State,ZipCode,CreditScore,MaritalStatus,DriverLicenseNumber,Make,Model,Year,VIN,Color,VehicleType,EstimatedValue,AnnualMileage,PolicyNumber,EffectiveDate,ExpirationDate,PremiumAmount,CoverageType,Deductible,LiabilityLimit,ComprehensiveCoverage,CollisionCoverage,UninsuredMotoristCoverage,ClaimNumber,DateOfIncident,DateReported,IncidentDescription,IncidentLocation,ClaimAmount,SettlementAmount,ClaimStatus,FaultFlag
Gloria,Gallegos,2005-01-05,F,851 Penny Park Apt. 614,East David,AS,51998,754,W,AS94135644,Audi,Q7,2005,K4RV7AQ2ANY1YC1L2,Beige,SUV,2000,13433,P147174950,2022-05-22,2024-05-21,87.12,Custom,1000,250000,1,1,0,C64339061,2023-06-28,2023-07-26,Collision with guard rail,"04120 Veronica Center, Martinezburgh, NJ",1032.39,893.28,Closed,1.0
Ashley,Gates,2004-01-26,F,6605 William Grove Suite 463,South Antoniotown,DE,20604,617,W,DE22162210,Dodge,Charger,2013,3BHH85DA5H3Z4LB0F,Brown,Convertible,15540,12551,P027613761,2024-05-21,2025-05-21,1090.91,Premium,2000,100000,1,0,1,C93887323,2025-05-03,2025-05-28,Single-vehicle accident due to weather,"6527 Angela Hollow Suite 397, Cindyshire, MN",6751.6,4980.45,Closed,1.0
Christy,Fowler,2005-06-19,F,3293 Maria Plaza,New Jason,AK,31040,735,S,AK74697669,BMW,7 Series,2013,HAA34H8NL9VFRUK94,Black,Sedan,4035,8514,P982473263,2022-05-22,2023-05-22,145.26,Basic,500,250000,0,0,0,C98315549,2023-05-17,2023-05-31,Windshield damage from debris,"185 Joyce Freeway Apt. 275, North Aaronton, TX",3144.65,,Open,0.0
Sean,Gamble,1956-03-20,M,71892 Victoria Ramp Apt. 312,Johnsonborough,TN,19664,819,D,TN94414307,Acura,ILX,2013,YYX0102OTTX57LYQ9,Black,Luxury,10615,13475,P410581718,2024-05-21,2026-05-21,556.4,Premium,250,250000,1,1,1,C20560376,2024-11-24,2024-11-29,Flood damage,"0886 Cabrera Manor, Chaneychester, PR",1880.5,,Under Investigation,1.0
Monica,Long,1976-10-07,F,717 Bryan Spur,East Scott,VI,94505,580,S,VI50266397,Ford,Ranger,2020,V8V49WXVCNCXLZE63,Yellow,Luxury,27937,22761,P497785196,2022-05-22,2023-05-22,1830.43,Premium,2000,500000,1,0,1,,,,,,,,,
Charles,Glass,1993-06-23,M,655 Rowland Gardens,Port Christinaborough,ID,70685,646,W,ID55298513,Lexus,ES,2022,SOSZ0D3MPV9WXN91T,Silver,Sedan,25428,20683,P698702293,2022-05-22,2025-05-21,1190.03,Premium,1000,100000,0,1,1,C93106798,2024-03-28,2024-03-30,Backing accident in parking lot,"5461 Rodriguez Expressway, South Marymouth, KS",4984.18,4515.62,Closed,0.0
Tyler,Bailey,1981-05-27,M,00231 Victor Springs Suite 533,East Jessicafurt,MP,99567,655,W,MP54308444,Lexus,UX,2011,8W1QXSR97JXI6QXCW,White,SUV,15455,12709,P526189579,2022-05-22,2024-05-21,663.02,Premium,500,1000000,1,0,1,C09450826,2023-01-28,2023-02-09,Side-impact collision,"585 Nunez Courts, New Jessicaville, WA",4962.19,4796.95,Closed,0.0
Donald,Franklin,1999-07-01,M,665 Gonzalez Causeway,Jimenezview,AS,55713,762,W,AS27761549,Toyota,Camry,2006,N2TVDNHBOBVGYIHUI,Black,Luxury,2000,11060,P553997200,2022-05-22,2023-05-22,67.2,Standard,250,500000,1,1,0,C19965372,2022-12-28,2022-12-30,Single-vehicle accident due to weather,"12677 Christopher Rapids Apt. 276, South Susanshire, NC",514.78,373.09,Closed,1.0
Joshua,Lopez,1999-06-01,M,3266 Jose Manors Apt. 894,Deborahside,OH,35736,354,S,OH39874664,Tesla,Model Y,2013,7NIE3FKP96AIU01LC,Blue,Convertible,18141,23023,P212252719,2024-05-21,2027-05-21,653.08,Standard,1000,100000,0,1,1,,,,,,,,,
Jimmy,Maynard,1943-07-10,M,1771 Marc Drive Apt. 249,Oscarhaven,NJ,39153,341,M,NJ09859962,Volkswagen,Golf,2010,N60TLXOUN91FY6YO8,Silver,SUV,13338,13296,P187572305,2024-05-21,2026-05-21,823.97,Premium,500,25000,1,0,0,,,,,,,,,
Lacey,Stephens,1961-05-30,F,9821 Shannon Viaduct Suite 857,Port Danafurt,VA,96662,312,W,VA99033324,Hyundai,Kona,2010,G5ADG0XWG5KGOVJGA,Red,Truck,4695,13050,P619129703,2024-05-21,2026-05-21,204.51,Custom,2000,250000,0,0,1,,,,,,,,,
Isaiah,Avila,1981-12-10,M,48247 Martinez Roads,Lake Eric,NV,72700,417,M,NV76791011,Ford,Explorer,2016,HFH4N6V3RZKDU6FOT,Silver,SUV,30043,18424,P884431294,2022-05-22,2023-05-22,1546.61,Premium,1000,25000,0,1,1,,,,,,,,,
Erica,Wood,2000-08-16,F,3095 Vanessa Landing,Roberttown,AZ,41810,409,D,AZ16475802,Dodge,Ram 1500,2005,KRDFV37SNLES1D3Q9,Beige,Wagon,2000,11782,P846859497,2022-05-22,2024-05-21,72.0,Standard,500,100000,1,1,1,,,,,,,,,
Claire,Thompson,1981-07-13,F,7813 West Island,North Susanview,FM,20120,783,W,FM51268936,Tesla,Roadster,2016,0RCNJ6BRJDNA0C0FO,Beige,Sports Car,15060,15815,P320970474,2024-05-21,2027-05-21,556.62,Custom,2000,100000,0,1,0,C71772325,2024-05-30,2024-06-03,Multi-vehicle collision on highway,"0369 Neal Fords Apt. 332, Melissafurt, PW",6990.92,,Under Investigation,0.0
Caitlyn,Walker,2000-12-15,F,76388 Daniel Stravenue,Alexaville,DC,36127,530,M,DC14165146,Kia,Sorento,2025,9N6NPC32H1K9QGJYC,Orange,Luxury,57930,10665,P621652514,2024-05-21,2025-05-21,3211.64,Custom,1000,1000000,0,0,1,,,,,,,,,
Debbie,Carter,1997-04-23,F,99917 Vincent Ways Suite 846,Port Melissaberg,DE,26754,689,D,DE97464103,Honda,HR-V,2025,Z337C7NXXBAF4GELL,Black,Van,12858,18940,P855891596,2023-05-22,2024-05-21,385.74,Standard,250,250000,0,1,0,,,,,,,,,
Russell,Vega,1950-11-04,M,35564 Jennifer Fort Suite 970,Lake Heidi,WY,59777,517,M,WY30347853,Kia,Telluride,2013,J2DSAEXMOJD85DW1N,Gray,Convertible,8511,10147,P955706436,2022-05-22,2023-05-22,404.44,Custom,500,1000000,1,0,0,C39494447,2023-04-09,2023-05-01,Vehicle hit while parked,"615 Williams Plaza, East Tony, TX",5247.33,,Open,0.0
Scott,Williams,1980-04-15,M,21377 Adam Trail Apt. 604,East Matthew,MA,90027,401,S,MA53864269,Volkswagen,Arteon,2014,5XF36L3EXTS6Y3C1H,Blue,SUV,17268,18003,P204563031,2023-05-22,2025-05-21,547.05,Basic,250,25000,0,1,1,,,,,,,,,
Charles,Decker,1964-11-26,M,656 Mark Villages,Lake Justinshire,OH,99655,379,W,OH20397403,Volkswagen,Tiguan,2014,WWL0A9GQ2YCQHCFB4,Green,Convertible,8085,10175,P800987399,2023-05-22,2024-05-21,378.38,Premium,250,100000,0,0,1,,,,,,,,,
Derek,Sellers,1982-11-18,M,967 Scott Knoll,Shawview,MN,56569,776,S,MN63959303,Subaru,Forester,2016,F7761XS1CXDCWGK6R,Black,Coupe,14271,9880,P310662338,2022-05-22,2025-05-21,342.5,Standard,500,1000000,1,1,1,C32405644,2024-05-01,2024-05-25,Side-impact collision,"072 George Centers Apt. 716, South Anthonyhaven, DE",7232.81,6639.83,Closed,1.0
Jade,Allen,1945-08-08,F,05313 Laura Village Apt. 206,Port Markside,AK,82655,619,S,AK40804790,Ford,Ranger,2021,T5AHC0OKRCW9IBGJE,Green,Hatchback,35852,12822,P399851105,2022-05-22,2025-05-21,1239.05,Basic,2000,1000000,1,1,0,,,,,,,,,
Justin,Thomas,1969-05-09,M,03342 Nicole Stravenue Apt. 583,East Andrew,ID,34814,619,M,ID65040563,Buick,Envision,2007,W5DY4LRE7PI8WEJI4,Silver,Hatchback,2000,18451,P877976705,2024-05-21,2026-05-21,57.6,Basic,250,500000,1,0,1,C27814063,2024-10-03,2024-10-20,Flood damage,"669 Jeffrey Turnpike, Christophermouth, WA",1258.21,1008.0,Closed,0.0
Natasha,Smith,1974-12-10,F,3565 Eric Run,Joseside,DE,56018,507,M,DE23877320,BMW,5 Series,2018,ED48CD5LXTNJS18L9,Yellow,Sedan,30338,13512,P657017922,2024-05-21,2026-05-21,1092.17,Standard,2000,1000000,1,1,1,,,,,,,,,
Anthony,Hurst,2004-05-07,M,1379 Allison Bridge Suite 526,Diazburgh,IA,62237,638,W,IA17209221,Chrysler,Sebring,2009,Q1U97RWJVIE6DUEPR,Silver,Sports Car,14128,13130,P353833763,2024-05-21,2026-05-21,1174.88,Custom,2000,250000,1,1,1,C35758751,2024-09-26,2024-10-17,Backing accident in parking lot,"32829 Albert Brook, West Richard, CT",7485.24,6333.36,Closed,0.0
Samantha,Stephens,1964-10-13,F,882 Moss Key Suite 296,Taylorstad,TN,38832,459,W,TN33947420,Hyundai,Santa Fe,2019,C2TR11ANH50ETJSMD,Black,Coupe,8171,9167,P637268212,2024-05-21,2026-05-21,323.57,Custom,500,50000,0,0,0,,,,,,,,,
Ashlee,Turner,1948-09-01,F,752 Walker Radial Apt. 644,East Jessica,GA,92514,607,M,GA73413748,Mazda,CX-30,2025,Z8DU9V45D3DGC50I3,Silver,Wagon,8489,23661,P560231837,2022-05-22,2023-05-22,366.72,Standard,500,250000,0,1,0,,,,,,,,,
Grace,Benitez,2000-02-21,F,52175 Lawrence Centers Apt. 743,New Kathy,PW,64670,621,M,PW38891392,BMW,X5,2018,DMBO6TQSOR8133HBA,White,Sedan,9893,17990,P407472482,2024-05-21,2026-05-21,391.76,Custom,2000,25000,0,0,0,,,,,,,,,
Nicole,Wilson,1986-09-24,F,0650 Elizabeth Cliffs,Monroeburgh,VT,04457,533,W,VT35491332,Honda,Pilot,2025,3VV1E6W0BMED33I7O,Green,Wagon,10340,21438,P021263269,2023-05-22,2024-05-21,372.24,Standard,1000,25000,1,1,0,,,,,,,,,
Brian,Scott,1951-03-11,M,127 Webster Trace,Maldonadoshire,PA,84779,636,W,PA46149366,Chrysler,PT Cruiser,2024,V2EMY9TWCW75VI7LI,Gray,Van,26448,15038,P279922798,2023-05-22,2025-05-21,1485.32,Premium,250,1000000,1,1,0,,,,,,,,,
Darren,Tucker,1988-08-19,M,2705 Carl Islands Suite 942,New Sherry,NM,28865,551,W,NM13346473,Mercedes,GLA,2014,86UL6ULM1T6I8UXK0,Black,Luxury,25242,23354,P055997510,2022-05-22,2025-05-21,1399.42,Custom,2000,100000,1,0,1,,,,,,,,,
Gregg,Hall,1954-05-02,M,724 Moyer Village Suite 729,West Hannah,OR,11798,539,M,OR71388649,Subaru,Outback,2013,4S210U8ULV1J308IP,Blue,Sports Car,12412,24284,P200327174,2024-05-21,2025-05-21,825.75,Custom,2000,100000,1,0,1,C52099787,2024-07-09,2024-07-13,Fire damage,"1976 Heather Freeway Apt. 012, Ibarrastad, NH",732.33,,Under Investigation,1.0
Michael,Davis,2002-01-28,M,571 William Route Suite 199,South Elaineberg,IN,31535,523,M,IN94493797,Chevrolet,Impala,2022,ZILJ29JB8JXKQ054C,Orange,Truck,18037,10051,P248081683,2024-05-21,2026-05-21,1071.4,Standard,250,100000,1,0,1,,,,,,,,,
Michael,Edwards,1997-06-17,M,325 Perez Lake Suite 344,East Davidchester,MN,56512,472,W,MN67317933,Volkswagen,ID.4,2011,R2VO8PHNCK5QDADAP,Yellow,Luxury,8463,21419,P698950979,2024-05-21,2027-05-21,554.5,Premium,1000,1000000,0,1,0,,,,,,,,,
James,Smith,1972-02-06,M,96737 Gardner Crest Suite 855,West Matthew,NJ,64379,450,D,NJ10838226,Chevrolet,Tahoe,2018,OR4SDA9W4K7U1KDJB,Blue,Hatchback,9391,23466,P086769747,2022-05-22,2025-05-21,270.46,Basic,2000,25000,1,1,0,C11819796,2024-11-01,2024-11-17,Vehicle hit while parked,"23322 Samantha Pass Apt. 194, Wendystad, OH",4000.77,3408.45,Closed,0.0
Ashley,Martin,1967-05-25,F,6807 Leonard Islands Apt. 680,Gutierrezborough,UT,68453,658,M,UT73782005,Jeep,Cherokee,2025,LOQTQ685OHM6X7P7A,Beige,SUV,22236,17647,P919973434,2022-05-22,2025-05-21,807.17,Custom,2000,500000,1,1,1,,,,,,,,,
Cynthia,Medina,1965-10-30,F,869 Nicole Shoal Apt. 796,Antoniostad,NH,28978,512,M,NH44893667,Kia,Soul,2006,HUAZUN6FHT60KUSFH,Gray,Luxury,2000,15960,P653802231,2023-05-22,2026-05-21,80.64,Basic,2000,500000,0,0,0,,,,,,,,,
Daniel,Cox,2005-09-26,M,3146 Gina Ways,East Stevenville,NV,98153,346,S,NV09436687,Jeep,Compass,2016,OBHO68MA1JLMP76YO,Gold,Wagon,4820,9717,P589218182,2024-05-21,2025-05-21,286.31,Custom,250,25000,1,1,1,C21882751,2025-03-22,2025-03-24,Collision with guard rail,"4183 Rodriguez Mountain Apt. 478, Jamieshire, ND",2355.57,,Under Investigation,0.0
Todd,Wilson,2005-06-02,M,401 Reed Turnpike,Samuelhaven,KS,15658,607,W,KS45592723,Tesla,Model 3,2017,A54HBPH1VE8SUSFH7,Green,Luxury,25638,15383,P860241301,2022-05-22,2025-05-21,1550.59,Basic,1000,500000,0,1,0,,,,,,,,,
Paul,Sweeney,1995-09-17,M,548 Joshua Vista,Welchborough,UT,65384,391,D,UT17631800,Chevrolet,Malibu,2010,BQD8QKKI9U0VQF6OY,Black,Convertible,2353,8001,P111152109,2024-05-21,2025-05-21,84.71,Standard,1000,25000,1,1,1,,,,,,,,,
Scott,Flowers,1978-06-08,M,3721 Fernando Rest Apt. 162,West Stevenfort,WY,89305,677,S,WY81987207,Chrysler,Sebring,2023,Y3Y761SNBC5ADVG8Z,Brown,Sedan,18919,18565,P915882430,2024-05-21,2027-05-21,737.84,Premium,1000,250000,0,0,0,C70941102,2025-01-13,2025-01-18,Windshield damage from debris,"14003 Ellison Mountains, East Danielfort, WA",5667.29,,Under Investigation,1.0
Blake,Brown,1991-11-04,M,6139 Cynthia Roads Suite 048,West Amberberg,MA,43339,719,S,MA31598662,Chrysler,300,2018,Z811ID07T3LJOKBZV,Blue,Van,6960,12779,P478258909,2022-05-22,2025-05-21,208.8,Standard,2000,1000000,1,1,1,,,,,,,,,
Kyle,Holmes,2006-12-26,M,43350 Ellison Pass Apt. 107,Ericview,FM,48615,331,M,FM49728561,Lexus,GX,2008,TE0P5RUKCASSSLSLV,Gray,Sedan,4556,20424,P885452134,2023-05-22,2024-05-21,270.63,Custom,250,25000,1,0,1,,,,,,,,,
Daniel,Salas,1974-11-14,M,0171 Brett Divide,East Christopher,MD,78178,787,M,MD58028044,Chevrolet,Traverse,2014,Y1ZE5HBHAQELFXIZG,Yellow,Coupe,22386,9664,P085338760,2023-05-22,2026-05-21,590.99,Custom,1000,100000,0,0,0,,,,,,,,,
Sheila,Carroll,1972-12-31,F,999 Cameron Crossroad,East Jordanshire,GA,30380,594,W,GA56617694,Volkswagen,Golf,2021,1F5R3ZJFLNOUE6ULE,Silver,Sedan,16292,11379,P999826332,2022-05-22,2024-05-21,645.16,Custom,1000,25000,0,0,0,,,,,,,,,
Dana,Holmes,1980-12-23,F,9081 Giles Greens Apt. 056,Jameston,NY,18757,573,M,NY46122330,Ford,F-150,2025,KHIN8QKBR9FYYVM19,Yellow,Truck,42510,9275,P150829312,2022-05-22,2023-05-22,1683.4,Standard,500,25000,0,1,1,C10727926,2023-02-21,2023-03-12,Hit and run accident,"45430 Knight Forges Suite 310, New Debbieville, NM",12713.91,,Open,0.0
Emily,Aguirre,1980-06-28,F,837 Andrews Center Suite 977,Brownburgh,IN,03399,527,W,IN63328203,BMW,X7,2023,LMJRJPFFSSPN327CT,Blue,Luxury,52681,20370,P400226332,2022-05-22,2025-05-21,3451.66,Premium,2000,100000,1,0,0,C96730666,2022-07-12,2022-07-20,Flood damage,"2805 Brown Via Suite 406, Shanemouth, MI",13728.12,10248.03,Closed,0.0
Eric,Garcia,1982-02-26,M,74189 Hernandez Throughway Suite 406,Danielmouth,PA,56325,713,M,PA34915341,Mazda,MX-5 Miata,2009,W3HB9EEQ0CX5J1IIP,Yellow,Convertible,9853,19663,P275464415,2024-05-21,2027-05-21,295.59,Standard,2000,25000,0,0,0,,,,,,,,,
Kathryn,Williams,1959-12-06,F,6262 Collins Spring,Johnsonchester,NE,24030,330,D,NE30849448,Subaru,WRX,2022,3P24BX2144VWGJY4P,Gold,Truck,19071,18022,P318605273,2022-05-22,2025-05-21,996.88,Custom,250,1000000,1,1,0,,,,,,,,,
Janet,Weeks,1973-12-20,F,46584 Justin Hills,Grimesmouth,WA,71093,608,S,WA59391582,Kia,Soul,2013,96ALGXZJ9MJ9XXLB5,Black,Luxury,3419,23797,P824540615,2022-05-22,2023-05-22,224.01,Premium,1000,100000,1,0,1,,,,,,,,,
Susan,Thomas,1970-10-06,F,4074 Charles Key Suite 647,Jamesfurt,SC,63836,549,D,SC47664702,Jeep,Grand Cherokee,2009,2N5FNP36F8HARJHRF,Gray,SUV,9839,14098,P781575369,2024-05-21,2025-05-21,506.51,Premium,1000,500000,1,0,1,,,,,,,,,
Melanie,Haney,1962-05-13,F,00015 Katherine Valley,North Haileyfort,AK,13380,720,W,AK72652650,Dodge,Charger,2019,9696EM7R3QCQAOOXJ,Gold,Coupe,8126,14529,P434379280,2023-05-22,2024-05-21,195.02,Basic,250,500000,0,1,1,C04879925,2023-05-28,2023-06-10,Collision with guard rail,"5394 Fuller Branch, Rojasberg, OR",1183.02,,Open,1.0
Carol,Evans,1941-05-09,F,45562 Amanda Port Apt. 221,Harveybury,AZ,65731,387,M,AZ27387209,Mercedes,GLC,2010,CCM0W3C1ZA0DV6NYY,Orange,Sedan,10575,13599,P169358513,2024-05-21,2027-05-21,593.89,Premium,1000,100000,0,1,0,,,,,,,,,
Dawn,Brown,1953-01-15,F,70164 Lin Brook Suite 636,West Toddside,WY,12038,487,D,WY58881012,Lexus,LS,2019,VWTKCNL384XG08GSG,Black,SUV,35230,9220,P151810647,2023-05-22,2024-05-21,1674.13,Standard,1000,100000,1,1,1,,,,,,,,,
Bryan,Hill,1969-04-02,M,4913 Thomas Ford,North Carmen,IN,05710,359,D,IN20341630,Tesla,Model 3,2020,2PAJN32IQ920C5RL8,Gold,Van,22797,23344,P876434186,2024-05-21,2025-05-21,820.69,Standard,1000,250000,1,1,1,,,,,,,,,
Lisa,Martinez,1954-08-19,F,5084 Melissa Well Apt. 077,North Kimberlyville,NM,74225,564,W,NM61402525,Lexus,NX,2015,2H90U3RFIWCR6YZVF,Red,Luxury,34354,21008,P682119577,2024-05-21,2027-05-21,2285.5,Custom,500,250000,1,1,0,C80896199,2024-09-19,2024-10-14,Single-vehicle accident due to weather,"57795 Brian Park, East Matthew, AS",21657.75,,Open,0.0
Virginia,Giles,1986-02-12,F,218 Charles Ports Apt. 596,Fischerton,KS,73577,336,S,KS82893279,Buick,Encore,2016,JGZ3FPXRTZW446T5B,Yellow,SUV,10698,23531,P160059840,2023-05-22,2026-05-21,338.91,Basic,2000,100000,1,1,1,,,,,,,,,
Jacqueline,Monroe,1942-06-06,F,394 Becker Station,Jamieview,FL,54136,332,M,FL08712143,Chrysler,Town & Country,2025,Z1VFUJV2HRWR931OS,Gray,Luxury,7948,15824,P651419810,2023-05-22,2026-05-21,528.76,Custom,500,1000000,1,1,1,C04488160,2023-12-07,2024-01-01,Collision with animal,"327 Michele Squares Apt. 538, Alvarezberg, MI",4409.96,,Under Investigation,0.0
Anne,Hopkins,1942-05-13,F,03173 Anthony Row,Barretthaven,MP,82286,711,S,MP26541466,Buick,Enclave,2006,0DHNHWEKQDVNAB87F,Blue,Wagon,2409,6221,P512333122,2023-05-22,2026-05-21,95.4,Custom,2000,100000,0,0,0,,,,,,,,,
Rebecca,Perry,1994-09-09,F,55338 Rebecca Shores,Port Grace,LA,94807,750,M,LA99588743,Buick,LaCrosse,2005,TEQ3CYFWP5WLF0LLY,White,Sedan,2000,16908,P385650509,2022-05-22,2023-05-22,60.0,Standard,2000,500000,1,1,0,,,,,,,,,
Ann,Cooley,1951-10-05,F,5767 Guzman Roads Suite 236,Dunnside,WI,70463,504,M,WI12067792,Lexus,GX,2016,7DGT60PV7TIQIJB3S,Black,Luxury,15712,21494,P353828715,2024-05-21,2027-05-21,950.26,Standard,250,1000000,1,1,0,,,,,,,,,
Vanessa,Young,1970-01-27,F,9710 Anderson Islands,Mcdanielfurt,PW,93359,764,S,PW85815485,Dodge,Journey,2018,6JBP33GIUNWELAJM3,Brown,Luxury,27071,10344,P467838898,2023-05-22,2024-05-21,727.67,Basic,500,50000,1,0,1,,,,,,,,,
Noah,Morgan,1987-07-11,M,79724 Mendoza Gardens,New Heatherside,CO,16632,660,M,CO58863660,Tesla,Cybertruck,2024,Q6Y5YCNIDS13PMNCY,Blue,Truck,7929,9186,P897271977,2023-05-22,2025-05-21,287.82,Custom,1000,25000,0,0,1,,,,,,,,,
Cory,Pittman,1988-10-22,M,0412 Danielle Prairie Apt. 179,North Donaldview,WI,24176,523,M,WI57387879,Kia,Optima,2020,OSA6S9RCB2OXEBPBB,Brown,Wagon,29688,11716,P494815789,2022-05-22,2023-05-22,855.01,Basic,250,25000,0,0,0,,,,,,,,,
Thomas,Johnson,1980-10-29,M,895 Nicholas Prairie Apt. 261,East Arianashire,IL,83118,460,D,IL44955640,Tesla,Cybertruck,2011,V1UC8EANR1CGWJ9S8,Blue,Truck,15230,17538,P235467807,2024-05-21,2026-05-21,663.42,Custom,250,500000,0,1,1,,,,,,,,,
April,Webb,1995-06-24,F,25848 Preston Ramp,South Kayla,NY,96350,453,D,NY75731091,Audi,Q7,2018,JGRU9TD57REZW32DC,Silver,SUV,14508,23993,P687664144,2022-05-22,2025-05-21,631.97,Custom,2000,100000,0,0,0,,,,,,,,,
Shelley,Parker,1969-01-23,F,268 Donald Springs,Port Alvin,OH,96630,530,S,OH29081789,Mazda,MX-5 Miata,2011,J94KIC0GIZ3PXPQUB,Orange,Hatchback,9797,20936,P320571381,2024-05-21,2027-05-21,282.15,Basic,500,500000,1,0,0,,,,,,,,,
Stephanie,Ibarra,1978-06-24,F,2846 Karen Crossroad Apt. 867,New Michaelburgh,VI,60426,357,M,VI57991628,Lexus,ES,2016,YW1BSDX4W3LNAEHPI,Black,Luxury,13080,8911,P015600938,2024-05-21,2025-05-21,527.39,Basic,250,250000,0,1,0,C33817582,2025-01-30,2025-02-04,Hit and run accident,"32838 Nunez Ford Apt. 761, Cynthiaside, PW",5521.71,3894.05,Closed,0.0
Kevin,Barton,1957-08-28,M,984 Stephanie Crossroad Apt. 509,Lake Meagan,IA,57274,426,W,IA57020660,Tesla,Model Y,2013,G0RRSXQSAAYE8S2WC,Blue,Van,7006,8181,P574106856,2022-05-22,2024-05-21,332.93,Custom,500,25000,0,1,1,C17325829,2024-04-08,2024-04-29,Theft of vehicle,"1231 Jennifer Knolls, Murraytown, KY",498.79,,Under Investigation,0.0
Monica,Long,1976-10-07,F,717 Bryan Spur,East Scott,VI,94505,580,S,VI50266397,Kia,Seltos,2017,AUA5C3A1M9X9OWKVN,Beige,Van,28764,13740,P037308662,2022-05-22,2024-05-21,1035.5,Standard,500,50000,0,0,0,,,,,,,,,
Bobby,Arnold,1948-04-10,M,904 Gonzalez Mountains,Priceview,VI,91839,588,S,VI90118147,Buick,Enclave,2021,990BSH1FYE7LFT25H,Green,SUV,16462,15791,P179211938,2024-05-21,2025-05-21,625.82,Basic,250,50000,0,1,1,,,,,,,,,
Monica,Edwards,1960-08-25,F,2711 Christopher Court Suite 280,Elizabethchester,TN,46847,765,S,TN68362985,Chevrolet,Traverse,2005,JT70Y2RL4N7S3HMO1,Silver,SUV,2000,19865,P921213777,2022-05-22,2023-05-22,58.08,Custom,500,100000,0,0,1,C74270699,2022-07-07,2022-07-22,Rear-end collision at intersection,"350 Robert Coves, Vincentfort, ME",693.28,,Under Investigation,0.0
Barbara,Massey,1988-09-24,F,994 Kelly Shores Suite 784,Port Shawn,NM,16516,398,W,NM35536084,Toyota,Corolla,2022,7CEUMMYYWKMX8DHIC,Yellow,Wagon,37485,13677,P785725316,2023-05-22,2025-05-21,1754.3,Premium,1000,1000000,0,1,0,,,,,,,,,
Katherine,Andrade,1968-03-21,F,9196 Gonzalez Knoll Suite 172,New Johnnychester,PA,38967,722,D,PA87408894,Chevrolet,Cruze,2018,EYMP4ELVMBGQQW2NE,Silver,Truck,11722,21083,P068101405,2024-05-21,2026-05-21,309.46,Basic,500,1000000,1,0,0,C04533917,2025-02-07,2025-02-23,Vehicle hit while parked,"1610 Cindy Square Suite 535, Robertview, AZ",8145.67,7043.7,Closed,0.0
Rachel,Espinoza,1985-02-21,F,315 Mackenzie Lake Suite 126,Millerton,DC,56191,421,M,DC99199359,Dodge,Durango,2025,X1OI0X8KAADOV9WD0,Gold,Wagon,48872,24328,P161996461,2023-05-22,2024-05-21,2287.21,Premium,250,50000,1,1,0,,,,,,,,,
Rhonda,Coleman,1957-02-14,F,7350 West Forges,New Jamie,PW,82458,800,W,PW06604964,Volkswagen,Atlas,2010,VO57KP44RVGR0V9D5,White,Truck,14377,21202,P433947210,2024-05-21,2026-05-21,592.1,Premium,500,100000,1,1,0,,,,,,,,,
Derek,Sellers,1982-11-18,M,967 Scott Knoll,Shawview,MN,56569,776,S,MN63959303,Subaru,Forester,2016,F7761XS1CXDCWGK6R,Black,Coupe,14271,9880,P310662338,2022-05-22,2025-05-21,342.5,Standard,500,1000000,1,1,1,C69101010,2023-08-12,2023-08-22,Vehicle hit while parked,"102 Payne Spring Suite 578, North Geoffreyview, TN",2864.7,,Under Investigation,0.0
Emily,Aguirre,1980-06-28,F,837 Andrews Center Suite 977,Brownburgh,IN,03399,527,W,IN63328203,Mazda,CX-9,2023,5T9EGVXBCVLMEILNB,Gray,Luxury,12691,23731,P179041897,2024-05-21,2027-05-21,639.63,Standard,250,1000000,1,1,0,,,,,,,,,
Craig,Harrison,1972-05-09,M,742 Cynthia Corners,North Ryan,GU,64816,596,M,GU75494048,Dodge,Ram 1500,2015,4FPLLGRCUTREURFM0,Green,Truck,9551,5162,P564928568,2024-05-21,2027-05-21,416.04,Custom,1000,1000000,0,0,0,,,,,,,,,
Brittany,Hart,1960-01-22,F,86999 Kimberly Light,Kerrport,CO,77640,519,S,CO02235126,Audi,A3,2023,TX0TBKG8B350SGNZ6,Gray,Sedan,31468,11085,P634532356,2022-05-22,2023-05-22,906.28,Basic,250,25000,1,1,0,,,,,,,,,
Carrie,Joyce,2005-07-16,F,06163 Mary Green,Reneeland,IL,11907,317,D,IL06996054,Hyundai,Elantra,2010,VVPGB8IY525FNSCQQ,Black,Sedan,11012,9131,P086966352,2023-05-22,2024-05-21,773.04,Premium,1000,250000,1,0,1,C05258002,2023-07-07,2023-07-22,Side-impact collision,"32998 Gomez Knolls, East Matthewside, TN",1056.48,,Under Investigation,0.0
Antonio,Compton,1952-04-29,M,8812 Christensen Lights Suite 694,East Adam,WA,75460,786,D,WA89481502,Lexus,GX,2023,8COO0FP64THU9QOO3,Orange,Luxury,18569,8552,P401304018,2024-05-21,2026-05-21,973.31,Premium,1000,1000000,0,0,0,,,,,,,,,
