account_holder_id,account_holder_name,address,relationship_tier,banking_product_id,product_name,product_category,transaction_date,transaction_amount,transaction_type,transaction_id,account_number
AH111,Edward Hill,"2694 Union Pl, San Francisco CA",Premium,PROD001,Premium Checking,Checking,2024-01-06 14:23:00,-851.02,Withdrawal,TXN000488,CHK945718
AH131,Melissa Lewis,"9595 Broad Rd, Chicago IL",Premium,PROD005,Basic Checking,Checking,2024-02-13 10:48:00,-195.56,Withdrawal,TXN000489,CHK693297
AH140,Laura Clark,"636 Broad Dr, Seattle WA",Standard,PROD016,Safe Deposit Box,Services,2024-02-25 10:47:00,-13.64,Fee,TXN000490,SVC898461
AH106,Emily Nguyen,"8156 Elm Way, Memphis TN",Preferred,PROD012,Certificate of Deposit,Savings,2024-01-15 09:16:00,6719.0,Deposit,TXN000491,SAV643042
AH079,David Nguyen,"4078 Washington Ln, Oakland CA",Basic,PROD015,Cashier Check,Services,2024-01-25 15:58:00,1477.67,Deposit,TXN000492,SVC780027
AH071,Paul Wright,"9047 East Way, Tampa FL",Preferred,PROD009,Investment Account,Investments,2024-01-07 16:40:00,-1390.25,Transfer,TXN000493,INV670792
AH122,Kimberly Jackson,"1580 Madison Ave, Charlotte NC",Basic,PROD013,Overdraft Protection,Services,2024-01-12 14:41:00,-62.89,Fee,TXN000494,SVC976052
AH017,Anthony Ramirez,"7533 Main Ln, Austin TX",Basic,PROD008,Auto Loan,Loans,2024-02-03 12:24:00,-1645.84,Payment,TXN000495,AUTO470040
AH076,Donald Thomas,"1224 Pine St, Miami FL",Basic,PROD001,Premium Checking,Checking,2024-03-17 15:56:00,-156.19,Withdrawal,TXN000496,CHK273650
AH050,Helen Perez,"1237 Center Ct, Seattle WA",Standard,PROD009,Investment Account,Investments,2024-01-05 16:41:00,4180.89,Deposit,TXN000497,INV265001
AH079,David Nguyen,"4078 Washington Ln, Oakland CA",Basic,PROD008,Auto Loan,Loans,2024-02-08 09:42:00,-1360.92,Payment,TXN000498,AUTO446265
AH027,Paul Gonzalez,"1688  Madison  Ct,  San  Antonio  TX",Standard,PROD016,Safe Deposit Box,Services,2024-01-31 18:30:00,14974.38,Deposit,TXN000499,SVC778700
AH089,Sharon Wright,"7534 Center Ln, Nashville TN",Preferred,PROD005,Basic Checking,Checking,2024-02-16 11:02:00,-177.91,Withdrawal,TXN000500,CHK760120
AH112,Daniel Davis,"2024 Lake Way, Baltimore MD",Basic,PROD002,High-Yield Savings,Savings,2024-01-03 17:09:00,9232.22,Deposit,TXN000501,SAV641737
AH088,Melissa Nelson,"6146 Adams Pl, Atlanta GA",Standard,PROD001,Premium Checking,Checking,2024-02-08 17:40:00,-1483.15,Transfer,TXN000502,CHK961198
AH062,Helen Thomas,"190 Washington Blvd, San Jose CA",Preferred,PROD015,Cashier Check,Services,2024-03-01 09:13:00,-4964.6,Transfer,TXN000503,SVC605065
AH038,john robinson,"9324 Washington Ave, Colorado Springs CO",Standard,PROD005,Basic Checking,Checking,2024-01-15 14:38:00,-1658.86,Transfer,TXN000504,CHK290719
AH133,James Taylor,"4935 High Ave, Milwaukee WI",Standard,PROD006,Student Checking,Checking,2024-02-12 16:16:00,-751.08,Transfer,TXN000505,CHK575497
AH127,Timothy Taylor,"5049  North  Blvd,  Baltimore  MD",Basic,PROD013,Overdraft Protection,Services,2024-02-07 09:14:00,-21.9,Fee,TXN000506,SVC117367
AH045,Jessica Wright,"6149 Fifth Pl, Chicago IL",Premium,PROD014,Wire Transfer,Services,2024-02-03 16:43:00,15335.02,Deposit,TXN000507,SVC286040
AH103,Joshua Wright,"7272 Elm St, Albuquerque NM",Basic,PROD002,High-Yield Savings,Savings,2024-02-27 17:38:00,-2680.58,Transfer,TXN000508,SAV888930
AH028,Sarah Baker,"1712 Maple Blvd, Miami FL",Standard,PROD005,Basic Checking,Checking,2024-01-06 15:42:00,-29.27,Fee,TXN000509,CHK101258
AH144,Daniel Lopez,"9864 Main Ln, San Jose CA",Basic,PROD014,Wire Transfer,Services,2024-03-27 14:33:00,-88.73,Fee,TXN000510,SVC831531
AH115,John Jackson,"4991 Fifth Way, Tulsa OK",Basic,PROD016,Safe Deposit Box,Services,2024-01-28 11:51:00,-41.55,Fee,TXN000511,SVC943706
AH148,Laura Williams,"7084 Washington Way, Portland OR",Standard,PROD005,Basic Checking,Checking,2024-03-22 09:27:00,3841.0,Deposit,TXN000512,CHK187889
AH062,Helen Thomas,"190 Washington Blvd, San Jose CA",Preferred,PROD009,Investment Account,Investments,2024-02-08 16:26:00,634.0,Deposit,TXN000513,INV879769
AH001,Edward Davis,"4606 West Dr, Los Angeles CA",Premium,PROD001,Premium Checking,Checking,2024-03-22 16:07:00,1066.82,Deposit,TXN000514,CHK943356
AH069,Paul Brown,"6983 Water St, Columbus OH",Basic,PROD005,Basic Checking,Checking,2024-01-27 13:06:00,-593.66,Withdrawal,TXN000515,CHK373995
AH117,christopher hall,"9468 Water Dr, San Francisco CA",Basic,PROD009,Investment Account,Investments,2024-01-28 17:23:00,-2047.53,Transfer,TXN000516,INV313588
AH089,Sharon Wright,"7534 Center Ln, Nashville TN",Preferred,PROD006,Student Checking,Checking,2024-03-21 16:30:00,2796.81,Deposit,TXN000517,CHK366105
AH067,Amanda Moore,"5338 Second Ave, El Paso TX",Premium,PROD013,Overdraft Protection,Services,2024-02-06 13:49:00,-776.54,Transfer,TXN000518,SVC791308
AH028,Sarah Baker,"1712 Maple Blvd, Miami FL",Standard,PROD006,Student Checking,Checking,2024-02-17 11:28:00,2566.3,Deposit,TXN000519,CHK924265
AH075,Steven Moore,"4233 Elm Way, Las Vegas NV",Premium,PROD002,High-Yield Savings,Savings,2024-02-21 16:39:00,9649.25,Deposit,TXN000520,SAV105547
AH021,David Wright,"2203 Adams Pl, Dallas TX",Preferred,PROD014,Wire Transfer,Services,2024-02-22 10:30:00,2069.97,Deposit,TXN000521,SVC332542
AH080,Jennifer Torres,"5788 Second Blvd, Chicago IL",Preferred,PROD013,Overdraft Protection,Services,2024-02-20 17:02:00,-65.26,Fee,TXN000522,SVC646313
AH063,Timothy King,"922 Third Dr, Baltimore MD",Basic,PROD006,Student Checking,Checking,2024-02-15 17:03:00,-450.19,Withdrawal,TXN000523,CHK311505
AH140,Laura Clark,"636 Broad Dr, Seattle WA",Standard,PROD007,Credit Card,Credit Cards,2024-02-29 16:18:00,-1578.72,Payment,TXN000524,CC635348
AH113,Deborah Moore,"8005 Adams Dr, Las Vegas NV",Standard,PROD006,Student Checking,Checking,2024-02-14 11:39:00,-372.55,Withdrawal,TXN000525,CHK786837
AH001,Edward Davis,"4606 West Dr, Los Angeles CA",Premium,PROD013,Overdraft Protection,Services,2024-01-11 09:17:00,-70.27,Fee,TXN000526,SVC525146
AH126,Donna Taylor,"253 Jefferson Ln, Virginia Beach VA",Standard,PROD003,Personal Loan,Loans,2024-01-13 16:00:00,-2773.7,Payment,TXN000527,LON676289
AH062,Helen Thomas,"190 Washington Blvd, San Jose CA",Preferred,PROD012,Certificate of Deposit,Savings,2024-02-16 16:58:00,8173.6,Deposit,TXN000528,SAV337288
AH129,Sarah Hill,"8238 Mill Dr, Tampa FL",Standard,PROD013,Overdraft Protection,Services,2024-01-13 15:59:00,-122.79,Transfer,TXN000529,SVC283537
AH089,Sharon Perez,"7534 Center Ln, Nashville TN",Preferred,PROD003,Personal Loan,Loans,2024-02-02 09:35:00,-1608.87,Payment,TXN000530,LON456480
AH027,Paul Gonzalez,"1688 Madison Ct, San Antonio TX",Standard,PROD009,Investment Account,Investments,2024-02-21 16:16:00,-2269.57,Transfer,TXN000531,INV495397
AH121,Kimberly Wright,"5288 Jackson Pl, Oklahoma City OK",Premium,PROD011,Business Checking,Checking,2024-03-16 11:48:00,-25.65,Fee,TXN000532,CHK583100
AH126,Donna Taylor,"253 Jefferson Ln, Virginia Beach VA",Standard,PROD004,Money Market,Savings,2024-02-25 08:30:00,3888.47,Deposit,TXN000533,SAV926965
AH048,Nicole Clark Jr,"4165 Center Rd, Virginia Beach VA",Basic,PROD011,Business Checking,Checking,2024-03-29 11:51:00,-366.03,Withdrawal,TXN000534,CHK661671
AH002,Kevin Garcia,"7012 Pine St, Atlanta GA",Premium,PROD010,Mortgage,Loans,2024-02-14 12:15:00,-460.43,Payment,TXN000535,MTG806423
AH076,Donald Anderson,"1224 Pine St, Miami FL",Basic,PROD006,Student Checking,Checking,2024-01-05 16:59:00,-366.47,Withdrawal,TXN000536,CHK701581
AH058,Donna Lewis,"3601 Franklin Way, Louisville KY",Basic,PROD007,Credit Card,Credit Cards,2024-01-12 18:59:00,-37.11,Fee,TXN000537,CC346269
AH053,Jennifer Harris,"3214 Spring St, Kansas City MO",Standard,PROD008,Auto Loan,Loans,2024-02-25 12:13:00,-767.75,Payment,TXN000538,AUTO361824
AH132,Paul Lopez,"2265 Second Ct, Fort Worth TX",Standard,PROD004,Money Market,Savings,2024-01-23 10:49:00,877.03,Deposit,TXN000539,SAV795650
AH108,Sharon Williams,"1542 School Ln, Baltimore MD",Preferred,PROD002,High-Yield Savings,Savings,2024-02-09 08:48:00,-1887.42,Transfer,TXN000540,SAV430738
AH108,Sharon Williams,"1542 School Ln, Baltimore MD",Preferred,PROD009,Investment Account,Investments,2024-02-27 17:55:00,-26.46,Fee,TXN000541,INV901387
AH111,Edward Hill,"2694 Union Pl, San Francisco CA",Premium,PROD005,Basic Checking,Checking,2024-01-18 14:14:00,4006.39,Deposit,TXN000542,CHK601554
AH118,Mark Walker,"6346 Water Rd, Minneapolis MN",Standard,PROD013,Overdraft Protection,Services,2024-01-03 16:22:00,-3901.93,Transfer,TXN000543,SVC579404
AH028,Sarah Baker,"1712 Maple Blvd, Miami FL",Standard,PROD011,Business Checking,Checking,2024-02-14 16:29:00,-31.58,Withdrawal,TXN000544,CHK320989
AH083,Kevin Walker,"7236 Fifth Ln, Baltimore MD",Preferred,PROD012,Certificate of Deposit,Savings,2024-02-07 09:20:00,-1335.52,Transfer,TXN000545,SAV675210
AH057,Kimberly Lopez,"7143 Fifth Ct, Columbus OH",Standard,PROD011,Business Checking,Checking,2024-03-01 12:30:00,2518.91,Deposit,TXN000546,CHK320759
AH091,Ruth Hill,"1747 North Ln, Denver CO",Preferred,PROD013,Overdraft Protection,Services,2024-02-14 13:23:00,-50.57,Fee,TXN000547,SVC699166
AH030,Robert Brown,"8956 Main Ave, Miami FL",Basic,PROD004,Money Market,Savings,2024-02-06 18:14:00,-4030.23,Transfer,TXN000548,SAV682316
AH092,William Moore,"300 Fourth Ln, San Antonio TX",Standard,PROD005,Basic Checking,Checking,2024-03-10 11:09:00,-29.55,Withdrawal,TXN000549,CHK541996
AH109,Helen Allen,"8989 Jefferson Blvd, New York NY",Premium,PROD011,Business Checking,Checking,2024-01-09 18:33:00,-670.06,Transfer,TXN000550,CHK689444
AH122,Kimberly Jackson,"1580 Madison Ave, Charlotte NC",Basic,PROD006,Student Checking,Checking,2024-01-04 14:06:00,4078.4,Deposit,TXN000551,CHK599687
AH134,Kimberly Sanchez,"6092 Elm Blvd, Mesa AZ",Premium,PROD011,Business Checking,Checking,2024-01-07 15:47:00,1833.52,Deposit,TXN000552,CHK684572
AH056,Helen Hall,"9183 Walnut Dr, Denver CO",Standard,PROD004,Money Market,Savings,2024-01-23 08:26:00,6827.9,Deposit,TXN000553,SAV734992
AH044,Edward Taylor,"7339 Third Blvd, Austin TX",Preferred,PROD006,Student Checking,Checking,2024-03-22 17:41:00,-17.81,Fee,TXN000554,CHK440881
AH144,Daniel Perez,"9864 Main Ln, San Jose CA",Basic,PROD015,Cashier Check,Services,2024-02-02 15:49:00,9836.24,Deposit,TXN000555,SVC400441
AH100,Donna Jones,"3924 Spring Dr, Omaha NE",Standard,PROD006,Student Checking,Checking,2024-02-10 10:55:00,-930.0,Withdrawal,TXN000556,CHK542306
AH134,Kimberly Sanchez,"6092 Elm Blvd, Mesa AZ",Premium,PROD003,Personal Loan,Loans,2024-02-09 17:25:00,-421.51,Payment,TXN000557,LON460317
AH050,Helen Perez,"1237 Center Ct, Seattle WA",Standard,PROD010,Mortgage,Loans,2024-01-21 13:41:00,-2189.21,Payment,TXN000558,MTG734792
AH137,Sarah Young,"7706 Union Blvd, Raleigh NC",Premium,PROD015,Cashier Check,Services,2024-03-11 12:56:00,-77.31,Fee,TXN000559,SVC646240
AH097,Melissa Torres,"1086 Washington Dr, Colorado Springs CO",Standard,PROD001,Premium Checking,Checking,2024-01-27 10:11:00,1211.4,Deposit,TXN000560,CHK363871
AH149,Deborah Lewis,"1423 School Rd, Phoenix AZ",Premium,PROD006,Student Checking,Checking,2024-02-17 09:13:00,522.99,Deposit,TXN000561,CHK596171
AH119,Michelle Perez,"7313 Washington Pl, San Antonio TX",Basic,PROD013,Overdraft Protection,Services,2024-01-04 08:49:00,-3848.48,Transfer,TXN000562,SVC187295
AH024,Michelle Scott,"9741 East St, Charlotte NC",Premium,PROD003,Personal Loan,Loans,2024-01-17 17:09:00,-2033.53,Payment,TXN000563,LON508783
AH068,Timothy Martinez,"3605 Cedar Blvd, Minneapolis MN",Standard,PROD010,Mortgage,Loans,2024-01-15 11:47:00,-1440.85,Payment,TXN000564,MTG232552
AH030,Robert Brown,"8956 Main Ave, Miami FL",Basic,PROD002,High-Yield Savings,Savings,2024-02-03 10:01:00,-4308.83,Transfer,TXN000565,SAV440998
AH103,Joshua Wright,"7272 Elm St, Albuquerque NM",Basic,PROD009,Investment Account,Investments,2024-01-30 16:59:00,-2279.74,Transfer,TXN000566,INV831510
AH118,Mark Walker,"6346 Water Rd, Minneapolis MN",Standard,PROD015,Cashier Check,Services,2024-01-12 17:38:00,-3769.67,Transfer,TXN000567,SVC691380
AH093,Kenneth Walker,"5682 Church St, Louisville KY",Preferred,PROD010,Mortgage,Loans,2024-02-03 18:40:00,-2744.98,Payment,TXN000568,MTG605048
AH118,Mark Walker,"6346 Water Rd, Minneapolis MN",Standard,PROD010,Mortgage,Loans,2024-01-15 09:28:00,-1224.19,Payment,TXN000569,MTG372427
AH034,Joshua Thomas,"1031 Franklin Ave, Austin TX",Basic,PROD005,Basic Checking,Checking,2024-03-05 08:00:00,2372.53,Deposit,TXN000570,CHK108721
AH147,David Walker,"6031  Franklin  Ave,  Louisville  KY",Standard,PROD016,Safe Deposit Box,Services,2024-02-29 15:48:00,-10.82,Fee,TXN000571,SVC551344
AH063,Timothy King Jr,"922 Third Dr, Baltimore MD",Basic,PROD001,Premium Checking,Checking,2024-03-24 11:50:00,-204.8,Withdrawal,TXN000572,CHK687783
AH093,Kenneth Walker,"5682 Church St, Louisville KY",Preferred,PROD013,Overdraft Protection,Services,2024-01-26 11:10:00,-29.85,Fee,TXN000573,SVC183057
AH091,Ruth Hill Jr,"1747 North Ln, Denver CO",Preferred,PROD009,Investment Account,Investments,2024-03-26 11:33:00,-68.36,Fee,TXN000574,INV657783
AH058,Donna Lewis,"3601 Franklin Way, Louisville KY",Basic,PROD003,Personal Loan,Loans,2024-01-27 11:54:00,-710.74,Payment,TXN000575,LON403662
AH026,Ashley Wright,"9455 Fourth Way, Dallas TX",PREF,PROD015,Cashier Check,Services,2024-02-10 15:39:00,-73.04,Fee,TXN000576,SVC615895
AH043,Sarah Garcia,"7039 Center St, Raleigh NC",Premium,PROD002,High-Yield Savings,Savings,2024-01-21 08:09:00,-159.55,Withdrawal,TXN000577,SAV207241
AH062,Helen Thomas,"190 Washington Blvd, San Jose CA",Preferred,PROD015,Cashier Check,Services,2024-01-18 10:45:00,-140.2,Transfer,TXN000578,SVC194578
AH034,Joshua King,"1031 Franklin Ave, Austin TX",Basic,PROD011,Business Checking,Checking,2024-01-01 15:13:00,-790.01,Withdrawal,TXN000579,CHK622605
AH081,Nicole Smith,"8131 Washington Blvd, Las Vegas NV",Basic,PROD003,Personal Loan,Loans,2024-01-30 08:21:00,-2561.93,Payment,TXN000580,LON253184
AH013,Sharon Wright,"9677 Madison Blvd, Indianapolis IN",Preferred,PROD016,Safe Deposit Box,Services,2024-01-18 14:04:00,5208.71,Deposit,TXN000581,SVC982417
AH055,Laura Lee,"2141 Union Pl, Virginia Beach VA",Preferred,PROD001,Premium Checking,Checking,2024-02-22 14:53:00,3852.32,Deposit,TXN000582,CHK361055
AH084,Lisa Moore,"4095 Jefferson Blvd, Louisville KY",Preferred,PROD002,High-Yield Savings,Savings,2024-02-19 15:15:00,7379.7,Deposit,TXN000583,SAV198524
AH113,Deborah Moore Jr,"8005 Adams Dr, Las Vegas NV",Standard,PROD013,Overdraft Protection,Services,2024-03-28 11:30:00,-4809.95,Transfer,TXN000584,SVC438756
AH035,Helen Davis,"4133 Fifth St, Kansas City MO",Standard,PROD004,Money Market,Savings,2024-02-10 08:47:00,6421.35,Deposit,TXN000585,SAV308376
AH079,David Nguyen,"4078 Washington Ln, Oakland CA",Basic,PROD007,Credit Card,Credit Cards,2024-02-26 08:55:00,-510.13,Payment,TXN000586,CC555251
AH072,Jane Harris,"6724 Hill Way, El Paso TX",Basic,PROD009,Investment Account,Investments,2024-01-01 10:50:00,-686.28,Transfer,TXN000587,INV927477
AH053,Jennifer Harris,"3214 Spring St, Kansas City MO",Preferred,PROD016,Safe Deposit Box,Services,2024-02-15 08:37:00,-3021.44,Transfer,TXN000588,SVC489439
AH020,Melissa Thomas,"4046 Fourth Ave, Houston TX",Premium,PROD003,Personal Loan,Loans,2024-01-16 10:31:00,-2120.65,Payment,TXN000589,LON454861
AH133,James Taylor Jr,"4935 High Ave, Milwaukee WI",Standard,PROD005,Basic Checking,Checking,2024-02-18 08:22:00,-1603.79,Transfer,TXN000590,CHK231939
AH106,Emily Nguyen,"8156 Elm Way, Memphis TN",Preferred,PROD012,Certificate of Deposit,Savings,2024-01-15 13:35:00,-2221.66,Transfer,TXN000591,SAV302338
AH005,Nicole Miller,"6324 Washington Ct, Philadelphia PA",Basic,PROD005,Basic Checking,Checking,2024-02-14 14:22:00,245.47,Deposit,TXN000592,CHK840951
AH094,Jennifer Jones,"8156 Cedar St, Portland OR",Preferred,PROD016,Safe Deposit Box,Services,2024-02-05 12:34:00,14384.19,Deposit,TXN000593,SVC670027
AH077,William Walker,"1974 Fourth Dr, Virginia Beach VA",Standard,PROD006,Student Checking,Checking,2024-01-21 15:17:00,817.38,Deposit,TXN000594,CHK410035
AH057,Kimberly Lopez,"7143 Fifth Ct, Columbus OH",Standard,PROD001,Premium Checking,Checking,2024-03-20 13:29:00,-1061.32,Transfer,TXN000595,CHK869295
AH042,Deborah Perez,"4425 Franklin Way, Columbus OH",Preferred,PROD012,Certificate of Deposit,Savings,2024-02-26 08:39:00,-1231.99,Transfer,TXN000596,SAV856027
AH014,William Allen,"1589 Maple Ave, Albuquerque NM",Premium,PROD013,Overdraft Protection,Services,2024-03-28 16:52:00,13339.71,Deposit,TXN000597,SVC621718
AH119,Michelle Adams,"7313 Washington Pl, San Antonio TX",Basic,PROD011,Business Checking,Checking,2024-02-24 17:18:00,-335.58,Withdrawal,TXN000598,CHK200932
AH113,Deborah Moore Jr,"8005 Adams Dr, Las Vegas NV",Standard,PROD005,Basic Checking,Checking,2024-03-28 09:02:00,204.81,Deposit,TXN000599,CHK212255
AH106,Emily Nguyen,"8156 Elm Way, Memphis TN",Preferred,PROD013,Overdraft Protection,Services,2024-01-13 09:02:00,-2500.56,Transfer,TXN000600,SVC754280
AH149,Deborah Lewis,"1423 School Rd, Phoenix AZ",Premium,PROD012,Certificate of Deposit,Savings,2024-02-07 12:03:00,7206.67,Deposit,TXN000601,SAV113721
AH046,Kimberly Thomas,"1784 State Pl, Virginia Beach VA",Basic,PROD003,Personal Loan,Loans,2024-02-11 15:59:00,-1510.57,Payment,TXN000602,LON769952
AH014,William Allen,"1589 Maple Ave, Albuquerque NM",Preferred,PROD014,Wire Transfer,Services,2024-01-24 16:47:00,-81.48,Fee,TXN000603,SVC161132
AH131,Melissa Lewis,"9595 Broad Rd, Chicago IL",Premium,PROD003,Personal Loan,Loans,2024-01-18 16:02:00,-2536.48,Payment,TXN000604,LON181721
AH048,Nicole Clark,"4165 Center Rd, Virginia Beach VA",Basic,PROD008,Auto Loan,Loans,2024-02-03 09:06:00,-1688.65,Payment,TXN000605,AUTO298663
AH044,Edward Taylor,"7339 Third Blvd, Austin TX",Standard,PROD006,Student Checking,Checking,2024-02-03 18:15:00,-566.98,Withdrawal,TXN000606,CHK882351
AH025,Daniel Jones,"5513 Cedar Pl, Chicago IL",Preferred,PROD012,Certificate of Deposit,Savings,2024-02-19 18:36:00,-3527.62,Transfer,TXN000607,SAV547820
AH024,Michelle Scott,"9741 East St, Charlotte NC",Premium,PROD013,Overdraft Protection,Services,2024-01-11 10:35:00,-1753.81,Transfer,TXN000608,SVC265860
AH116,Kenneth Thompson,"9142 Second Blvd, El Paso TX",Standard,PROD012,Certificate of Deposit,Savings,2024-02-08 15:59:00,-2772.9,Withdrawal,TXN000609,SAV440424
AH081,Nicole Smith,"8131 Washington Blvd, Las Vegas NV",Basic,PROD011,Business Checking,Checking,2024-01-27 18:27:00,-571.88,Withdrawal,TXN000610,CHK324319
AH082,Donna Rivera,"7235 Church Pl, San Jose CA",Basic,PROD009,Investment Account,Investments,2024-02-19 16:59:00,-96.55,Fee,TXN000611,INV569237
AH087,Carol Scott,"7900 Jackson Way, San Francisco CA",Basic,PROD001,Premium Checking,Checking,2024-01-01 08:18:00,-993.54,Withdrawal,TXN000612,CHK416503
AH001,Edward Davis,"4606 West Dr, Los Angeles CA",Premium,PROD011,Business Checking,Checking,2024-03-05 11:13:00,4118.6,Deposit,TXN000613,CHK823222
AH060,Amanda Baker,"3780 North Rd, Washington DC",Premium,PROD005,Basic Checking,Checking,2024-02-28 16:32:00,2328.83,Deposit,TXN000614,CHK263690
AH031,James Clark Jr,"7986 South Blvd, Albuquerque NM",Basic,PROD008,Auto Loan,Loans,2024-03-02 13:56:00,-852.38,Payment,TXN000615,AUTO950472
AH065,Joshua Ramirez,"7405 Hill Way, Mesa AZ",Standard,PROD007,Credit Card,Credit Cards,2024-01-06 17:25:00,-1460.98,Payment,TXN000616,CC931420
AH105,Stephanie Torres,"2970 Adams Pl, Chicago IL",Standard,PROD004,Money Market,Savings,2024-01-12 15:52:00,3073.89,Deposit,TXN000617,SAV866288
AH123,Robert Lewis,"7156 Lake Dr, Detroit MI",Preferred,PROD002,High-Yield Savings,Savings,2024-03-10 09:49:00,-1705.23,Withdrawal,TXN000618,SAV956835
AH093,Kenneth Walker,"5682 Church St, Louisville KY",Preferred,PROD008,Auto Loan,Loans,2024-01-27 09:55:00,-2293.5,Payment,TXN000619,AUTO990742
AH128,Timothy Jackson,"6584 Center St, Los Angeles CA",Standard,PROD013,Overdraft Protection,Services,2024-02-29 08:40:00,7967.19,Deposit,TXN000620,SVC143182
AH070,Steven Walker,"5863 Union Blvd, New York NY",Basic,PROD011,Business Checking,Checking,2024-02-04 17:09:00,-236.38,Withdrawal,TXN000621,CHK152973
AH144,Daniel Perez,"9864 Main Ln, San Jose CA",Basic,PROD003,Personal Loan,Loans,2024-02-16 14:28:00,-821.84,Payment,TXN000622,LON403859
AH086,Timothy Moore,"266 Central Dr, Mesa AZ",Premium,PROD003,Personal Loan,Loans,2024-01-10 10:21:00,-1532.39,Payment,TXN000623,LON881519
AH012,Deborah Lee,"8279 Market Way, Columbus OH",Premium,PROD003,Personal Loan,Loans,2024-02-05 14:16:00,-1315.88,Payment,TXN000624,LON555596
AH148,Laura Williams,"7084 Washington Way, Portland OR",Standard,PROD007,Credit Card,Credit Cards,2024-02-23 10:30:00,-26.86,Fee,TXN000625,CC699083
AH044,Edward Taylor,"7339 Third Blvd, Austin TX",Preferred,PROD008,Auto Loan,Loans,2024-03-21 17:47:00,-878.48,Payment,TXN000626,AUTO379190
AH092,William Moore,"300 Fourth Ln, San Antonio TX",Standard,PROD003,Personal Loan,Loans,2024-03-06 18:59:00,-515.08,Payment,TXN000627,LON533672
AH091,Ruth Hill Jr,"1747 North Ln, Denver CO",Preferred,PROD011,Business Checking,Checking,2024-03-09 13:12:00,3294.28,Deposit,TXN000628,CHK907069
AH067,Amanda Moore,"5338 Second Ave, El Paso TX",Premium,PROD015,Cashier Check,Services,2024-01-11 13:39:00,-814.51,Transfer,TXN000629,SVC147057
AH051,Kevin Perez,"1989 Spring Rd, Los Angeles CA",Standard,PROD005,Basic Checking,Checking,2024-01-13 18:23:00,-1720.25,Transfer,TXN000630,CHK217830
AH012,Deborah Lee,"8279 Market Way, Columbus OH",Premium,PROD005,Basic Checking,Checking,2024-03-01 17:59:00,-1658.25,Transfer,TXN000631,CHK114400
AH076,Donald Anderson,"1224 Pine St, Miami FL",Basic,PROD015,Cashier Check,Services,2024-02-14 09:19:00,-12.05,Fee,TXN000632,SVC319162
AH117,Christopher Hall,"9468 Water Dr, San Francisco CA",BASIC,PROD009,Investment Account,Investments,2024-01-14 11:34:00,-2466.83,Transfer,TXN000633,INV865380
AH032,Matthew Robinson,"7030 Third Way, Denver CO",Preferred,PROD013,Overdraft Protection,Services,2024-02-14 18:01:00,-4539.6,Transfer,TXN000634,SVC652388
AH011,Daniel Williams,"6672 Center Ave, Boston MA",Preferred,PROD010,Mortgage,Loans,2024-01-17 10:03:00,-761.95,Payment,TXN000635,MTG830361
AH132,Paul Lopez,"2265 Second Ct, Fort Worth TX",Standard,PROD001,Premium Checking,Checking,2024-01-18 08:29:00,3318.85,Deposit,TXN000636,CHK795186
AH140,Laura Clark,"636 Broad Dr, Seattle WA",Standard,PROD010,Mortgage,Loans,2024-01-24 09:01:00,-2628.75,Payment,TXN000637,MTG780956
AH084,Lisa Moore,"4095 Jefferson Blvd, Louisville KY",Preferred,PROD004,Money Market,Savings,2024-01-15 14:32:00,-2449.08,Withdrawal,TXN000638,SAV726111
AH116,Kenneth Thompson,"9142 Second Blvd, El Paso TX",Standard,PROD015,Cashier Check,Services,2024-01-06 10:12:00,-4639.11,Transfer,TXN000639,SVC122532
AH010,Donna Harris,"9225 East Ct, Seattle WA",Basic,PROD011,Business Checking,Checking,2024-01-16 16:19:00,-749.5,Withdrawal,TXN000640,CHK119264
AH076,Donald Thomas,"1224 Pine St, Miami FL",Basic,PROD010,Mortgage,Loans,2024-03-29 13:22:00,-861.37,Payment,TXN000641,MTG625600
AH060,Amanda Baker,"3780 North Rd, Washington DC",Premium,PROD009,Investment Account,Investments,2024-02-21 08:40:00,-90.14,Fee,TXN000642,INV954441
AH007,Laura White,"3250 Cedar St, Kansas City MO",Standard,PROD008,Auto Loan,Loans,2024-03-01 16:17:00,-624.78,Payment,TXN000643,AUTO511929
AH140,Laura Clark,"636 Broad Dr, Seattle WA",Standard,PROD013,Overdraft Protection,Services,2024-01-09 09:46:00,-4806.97,Transfer,TXN000644,SVC742198
AH133,James Taylor Jr,"4935 High Ave, Milwaukee WI",Standard,PROD008,Auto Loan,Loans,2024-03-29 11:26:00,-1804.12,Payment,TXN000645,AUTO547180
AH068,Timothy Martinez,"3605 Cedar Blvd, Minneapolis MN",Standard,PROD015,Cashier Check,Services,2024-02-28 17:21:00,-745.68,Transfer,TXN000646,SVC784167
AH031,James Clark Jr,"7986 South Blvd, Albuquerque NM",Basic,PROD007,Credit Card,Credit Cards,2024-03-23 16:43:00,-652.55,Payment,TXN000647,CC839389
AH114,Joshua Rodriguez,"4626 King Ct, Phoenix AZ",Basic,PROD005,Basic Checking,Checking,2024-02-28 10:27:00,-573.55,Withdrawal,TXN000648,CHK265725
AH070,Steven Walker,"5863 Union Blvd, New York NY",Basic,PROD004,Money Market,Savings,2024-01-05 16:34:00,8411.27,Deposit,TXN000649,SAV252591
AH007,Laura White,"3250 Cedar St, Kansas City MO",Standard,PROD014,Wire Transfer,Services,2024-02-18 13:56:00,-37.3,Fee,TXN000650,SVC881828
