SaleID,CustomerID,FirstName,LastName,Email,CustomerCity,CustomerState,LoyaltyMember,ProductID,ProductName,Category,UnitPrice,StoreID,StoreName,StoreCity,StoreState,SaleDate,Quantity,TotalAmount
3479,569,Derek,Gutierrez,djohnson@example.net,South Christopher,FL,0,6,Sports Item 6,Sports,80.83,7,Store Cassandraborough #7,New Robert,FL,2025-01-27,3,242.49
3480,261,Dominic,Turner,kthomas@example.com,Robertfort,OH,0,71,Electronics Item 71,Electronics,150.64,7,Store Cassandraborough #7,New Robert,FL,2023-10-30,2,301.28
3481,420,Jennifer,Parks,tinasantos@example.org,Jenniferstad,OH,0,96,Toys Item 96,Toys,177.96,3,Store Skinnerfurt #3,Finleyton,NC,2023-08-16,2,355.92
3482,21,Amber,Cummings,esanchez@example.com,North Collin,IL,0,85,Toys Item 85,Toys,170.41,8,Store West Deborahfurt #8,South James,PA,2024-10-14,2,340.82
3483,1474,Catherine,Lopez,jessica90@example.com,New Adam,OH,0,44,Sports Item 44,Sports,108.45,18,Store Mitchellmouth #18,Hendricksshire,FL,2024-05-19,5,542.25
3484,473,Linda,Morrow,bfrost@example.org,West Jeffreyland,GA,0,37,Clothing Item 37,Clothing,106.52,15,Store Elizabethstad #15,East John,FL,2023-10-04,2,213.04
3485,1540,Travis,Barrera,melissa04@example.net,Ronaldberg,IL,0,80,Home Item 80,Home,8.29,18,Store Mitchellmouth #18,Hendricksshire,FL,2025-04-25,2,16.58
3486,485,Samantha,Lowe,waustin@example.net,Port Timothymouth,MI,0,71,Electronics Item 71,Electronics,150.64,10,Store Javierchester #10,Port Joanne,OH,2024-04-19,1,150.64
3487,649,Laura,Duran,matthewmartinez@example.org,Jacksonstad,IL,1,3,Books Item 3,Books,24.98,49,Store East Gary #49,Perezborough,MI,2024-11-27,2,49.96
3488,1980,Susan,Peters,pdixon@example.org,North Christopher,GA,0,29,Toys Item 29,Toys,187.81,25,Store West Kristin #25,Barbarafurt,NC,2025-02-04,1,187.81
3489,36,Mike,Tran,tanderson@example.com,West Jasonbury,NC,1,27,Sports Item 27,Sports,169.97,11,Store Josephberg #11,Lake Xavierhaven,NC,2024-07-26,2,339.94
3490,1258,Janice,Thompson,annettegutierrez@example.org,Nicoleburgh,OH,0,12,Sports Item 12,Sports,15.49,18,Store Mitchellmouth #18,Hendricksshire,FL,2024-10-04,2,30.98
3491,505,Kyle,Reed,lindaramos@example.com,Greenport,OH,1,63,Toys Item 63,Toys,17.77,27,Store Bergview #27,East Micheal,IL,2024-06-17,1,17.77
3492,1249,Joshua,Brown,roysara@example.net,Henryfort,IL,0,29,Toys Item 29,Toys,187.81,11,Store Josephberg #11,Lake Xavierhaven,NC,2025-05-04,1,187.81
3493,573,Rachel,Horne,deanjohnny@example.com,Foleyside,NY,0,23,Clothing Item 23,Clothing,148.34,7,Store Cassandraborough #7,New Robert,FL,2024-12-21,4,593.36
3494,632,Stephanie,Little,millercassandra@example.com,North Heather,NY,0,1,Home Item 1,Home,44.78,28,Store West Hunterville #28,Brianview,TX,2024-07-22,1,44.78
3495,1740,Sandra,Robinson,gstokes@example.net,Port James,GA,0,75,Clothing Item 75,Clothing,159.87,25,Store West Kristin #25,Barbarafurt,NC,2024-11-15,4,639.48
3496,206,Erica,James,xcardenas@example.org,Bobbyland,FL,0,58,Electronics Item 58,Electronics,62.8,6,Store Dianamouth #6,Myersborough,IL,2024-04-22,1,62.8
3497,907,Wesley,Bush,hallchristina@example.org,Joelchester,NY,0,53,Electronics Item 53,Electronics,80.25,10,Store Javierchester #10,Port Joanne,OH,2024-11-25,3,240.75
3498,1743,Adam,Phelps,yburke@example.org,North Marthafurt,TX,1,95,Toys Item 95,Toys,33.09,40,Store Port Crystalstad #40,Port Scott,MI,2024-11-07,4,132.36
3499,1109,Jeffrey,Brown,johnstonjohn@example.net,West Jeremyfurt,NC,1,97,Toys Item 97,Toys,131.35,49,Store East Gary #49,Perezborough,MI,2024-08-22,1,131.35
3500,1379,Jennifer,Evans,kingangela@example.com,Lake Christie,IL,0,35,Electronics Item 35,Electronics,157.89,32,Store New Debbieville #32,Bentleystad,MI,2023-06-04,1,157.89
3501,1074,Christopher,Kim,anthonyzimmerman@example.org,Johnsonberg,OH,0,56,Home Item 56,Home,105.29,22,Store Riversland #22,Clarkview,CA,2024-02-26,3,315.87
3502,1040,Vincent,Edwards,iswanson@example.net,West Richardhaven,MI,1,42,Home Item 42,Home,75.36,40,Store Port Crystalstad #40,Port Scott,MI,2023-05-07,1,75.36
3503,1243,Kathleen,Allen,ybennett@example.net,Kellyhaven,FL,0,50,Clothing Item 50,Clothing,191.98,14,Store Lindaberg #14,Staceyburgh,NY,2024-06-24,3,575.94
3504,159,Sarah,Combs,lacey20@example.com,Hortonberg,PA,1,48,Clothing Item 48,Clothing,181.38,39,Store Lopezmouth #39,North Joshuaton,IL,2025-01-07,1,181.38
3505,345,David,Daniel,xrosales@example.net,East Carriebury,NC,0,90,Books Item 90,Books,79.38,26,Store Meganburgh #26,Port Sandratown,TX,2024-11-20,2,158.76
3506,724,Oscar,Patterson,robert03@example.org,Lake Larry,OH,0,27,Sports Item 27,Sports,169.97,26,Store Meganburgh #26,Port Sandratown,TX,2024-01-17,1,169.97
3507,596,Lucas,Thomas,audrey21@example.com,Amberton,MI,0,36,Home Item 36,Home,107.45,15,Store Elizabethstad #15,East John,FL,2023-12-20,1,107.45
3508,962,Adam,West,david29@example.org,North Anna,MI,0,49,Sports Item 49,Sports,184.13,2,Store Tuckerhaven #2,West Richardstad,OH,2024-06-26,2,368.26
3509,500,David,Young,shelby13@example.org,Garcialand,FL,0,88,Toys Item 88,Toys,63.76,42,Store North Samanthafort #42,Lake David,FL,2025-02-13,4,255.04
3510,1461,Stacey,Knight,vanessa51@example.org,New Kevin,FL,1,90,Books Item 90,Books,79.38,2,Store Tuckerhaven #2,West Richardstad,OH,2025-05-08,1,79.38
3511,737,Anthony,Clarke,donna20@example.net,Caseyton,NY,0,50,Clothing Item 50,Clothing,191.98,25,Store West Kristin #25,Barbarafurt,NC,2023-07-03,2,383.96
3512,1484,Joseph,Gonzalez,tmyers@example.net,Jeremyfort,NY,0,3,Books Item 3,Books,24.98,29,Store East Laura #29,South Lisa,IL,2025-05-02,2,49.96
3513,523,Ethan,Schmidt,qphillips@example.net,Shawnhaven,IL,0,55,Electronics Item 55,Electronics,182.71,23,Store North Gregory #23,Mitchellside,NC,2025-02-22,1,182.71
3514,1867,Joseph,Chapman,jennifergreen@example.org,Rodriguezchester,IL,0,30,Electronics Item 30,Electronics,34.97,17,Store Melindahaven #17,Sullivanstad,IL,2025-03-04,1,34.97
3515,449,Courtney,Luna,atkinsoncrystal@example.net,Hammondborough,MI,0,62,Sports Item 62,Sports,108.98,38,Store Chavezshire #38,Rossmouth,TX,2025-04-06,1,108.98
3516,1088,John,Lewis,nathan51@example.org,Haleymouth,FL,0,83,Sports Item 83,Sports,17.33,13,Store Rebeccaland #13,Bakerborough,NY,2024-06-29,2,34.66
3517,747,Sara,Cook,gmcdowell@example.org,Williamstad,MI,0,5,Clothing Item 5,Clothing,149.77,4,Store Hallfurt #4,North Ashley,NC,2024-03-26,5,748.85
3518,1449,Dean,Moreno,jaylee@example.org,Rachelside,OH,1,98,Electronics Item 98,Electronics,112.94,11,Store Josephberg #11,Lake Xavierhaven,NC,2024-05-07,1,112.94
3519,1133,Ariana,Vaughn,martinezbrenda@example.net,Lake Jamieberg,NC,1,12,Sports Item 12,Sports,15.49,4,Store Hallfurt #4,North Ashley,NC,2023-11-17,2,30.98
3520,1909,Bruce,Bradford,crivers@example.com,Jenniferborough,NY,0,33,Toys Item 33,Toys,63.73,17,Store Melindahaven #17,Sullivanstad,IL,2024-02-26,1,63.73
3521,291,Cynthia,Burton,ohayes@example.org,Robertsonview,FL,1,58,Electronics Item 58,Electronics,62.8,28,Store West Hunterville #28,Brianview,TX,2023-11-07,1,62.8
3522,381,Mary,Walter,kellyruiz@example.net,Jessicaside,CA,0,36,Home Item 36,Home,107.45,15,Store Elizabethstad #15,East John,FL,2023-06-01,4,429.8
3523,1067,Linda,Contreras,xlewis@example.com,Wilsonfort,NC,0,53,Electronics Item 53,Electronics,80.25,5,Store Coxton #5,Biancaview,TX,2023-06-09,1,80.25
3524,1272,Holly,Durham,tguerra@example.org,South Davidberg,FL,0,30,Electronics Item 30,Electronics,34.97,4,Store Hallfurt #4,North Ashley,NC,2023-05-18,4,139.88
3525,1607,Kimberly,Howe,grahamlisa@example.org,Kennedytown,CA,0,74,Electronics Item 74,Electronics,19.28,48,Store Lake Nathaniel #48,Margaretborough,IL,2025-04-15,2,38.56
3526,964,Dominique,Wright,shahapril@example.com,Taylorfort,FL,1,23,Clothing Item 23,Clothing,148.34,28,Store West Hunterville #28,Brianview,TX,2024-08-06,1,148.34
3527,1655,Richard,Lee,hayley92@example.net,Lake Johnton,MI,0,22,Toys Item 22,Toys,19.52,13,Store Rebeccaland #13,Bakerborough,NY,2025-01-23,1,19.52
3528,138,Marilyn,Gillespie,kimdaniel@example.com,Warrenfurt,PA,0,78,Books Item 78,Books,80.67,50,Store North Justin #50,Vazquezbury,NY,2025-02-12,3,242.01
3529,1604,Kevin,Kaufman,lwilliams@example.com,Danielberg,NY,1,13,Toys Item 13,Toys,54.01,12,Store New Jessicaville #12,Hernandezbury,NY,2024-07-31,1,54.01
3530,948,Veronica,Martinez,nwelch@example.com,Janetfurt,MI,0,69,Toys Item 69,Toys,156.17,36,Store Greenfort #36,North Tylerburgh,NY,2024-06-04,1,156.17
3531,367,Teresa,Perez,terri75@example.com,Jacobsland,TX,0,98,Electronics Item 98,Electronics,112.94,10,Store Javierchester #10,Port Joanne,OH,2023-12-02,1,112.94
3532,504,Tara,Wolfe,brittanybryant@example.net,Millsside,IL,1,69,Toys Item 69,Toys,156.17,1,Store Martinshire #1,Port Mistyville,MI,2024-10-13,4,624.68
3533,1570,Chelsea,Mcclain,joshuasmith@example.net,Ryanfurt,TX,1,42,Home Item 42,Home,75.36,18,Store Mitchellmouth #18,Hendricksshire,FL,2023-10-18,4,301.44
3534,1026,Amber,Vasquez,patrickcarpenter@example.com,Lake Christopher,GA,0,66,Books Item 66,Books,167.95,33,Store East Sarah #33,West Jessicamouth,GA,2023-11-10,3,503.85
3535,343,Brenda,Rogers,derek26@example.net,Banksburgh,IL,1,8,Toys Item 8,Toys,61.09,4,Store Hallfurt #4,North Ashley,NC,2024-04-02,1,61.09
3536,271,William,Stone,seanmyers@example.net,West Whitney,CA,0,61,Electronics Item 61,Electronics,37.64,16,Store Port Austin #16,North Christian,MI,2023-08-01,1,37.64
3537,1176,Christina,Ward,kimberly90@example.org,Ashleymouth,CA,1,78,Books Item 78,Books,80.67,18,Store Mitchellmouth #18,Hendricksshire,FL,2025-03-22,3,242.01
3538,359,Thomas,Miller,shawrachel@example.net,North Stacy,GA,0,60,Sports Item 60,Sports,21.06,46,Store Michaelberg #46,Thompsontown,PA,2023-07-15,1,21.06
3539,332,Lisa,Davis,david70@example.org,Underwoodfurt,OH,0,15,Books Item 15,Books,166.85,41,Store North Sarastad #41,Debraton,TX,2024-11-12,3,500.55
3540,138,Marilyn,Gillespie,kimdaniel@example.com,Warrenfurt,PA,0,78,Books Item 78,Books,80.67,25,Store West Kristin #25,Barbarafurt,NC,2025-02-07,3,242.01
3541,944,Sharon,Garner,berrydavid@example.com,Raytown,PA,0,18,Sports Item 18,Sports,111.59,34,Store New Juanburgh #34,West Lisa,PA,2023-11-06,1,111.59
3542,809,Elizabeth,Briggs,jenniferstone@example.org,West Zacharyborough,NC,0,63,Toys Item 63,Toys,17.77,36,Store Greenfort #36,North Tylerburgh,NY,2025-05-10,2,35.54
3543,1821,Michael,Wiggins,monicaduncan@example.org,Port Edwardshire,MI,0,70,Toys Item 70,Toys,164.27,34,Store New Juanburgh #34,West Lisa,PA,2024-04-11,3,492.81
3544,1932,Angela,Meyer,kennedywanda@example.net,Harringtonland,OH,0,60,Sports Item 60,Sports,21.06,34,Store New Juanburgh #34,West Lisa,PA,2023-07-04,5,105.3
3545,1183,Nancy,Thomas,catherine55@example.com,Thomasport,NC,1,46,Toys Item 46,Toys,6.72,46,Store Michaelberg #46,Thompsontown,PA,2025-04-22,3,20.16
3546,515,Scott,Rojas,gonzalezjill@example.org,South Paul,GA,1,96,Toys Item 96,Toys,177.96,34,Store New Juanburgh #34,West Lisa,PA,2023-07-14,2,355.92
3547,1758,Rose,Jones,daniellehumphrey@example.net,North Courtney,FL,0,53,Electronics Item 53,Electronics,80.25,32,Store New Debbieville #32,Bentleystad,MI,2024-06-10,1,80.25
3548,424,Michelle,Newton,yyoung@example.net,Heatherton,PA,0,17,Toys Item 17,Toys,76.71,5,Store Coxton #5,Biancaview,TX,2025-03-16,3,230.13
3549,1725,Brett,Jordan,ryanrodriguez@example.net,Colemanside,PA,0,77,Clothing Item 77,Clothing,182.64,20,Store Staceystad #20,South Nathan,NY,2023-07-06,10,1826.4
3550,845,Steven,Ward,stephensonjeffrey@example.com,Patelmouth,FL,0,15,Books Item 15,Books,166.85,25,Store West Kristin #25,Barbarafurt,NC,2024-01-03,2,333.7
3551,49,James,Horton,jross@example.net,Port Michelleville,MI,0,49,Sports Item 49,Sports,184.13,21,Store Ritterview #21,Hugheshaven,MI,2023-07-11,1,184.13
3552,33,Julia,Moore,cassandra53@example.net,Williamview,NY,0,63,Toys Item 63,Toys,17.77,14,Store Lindaberg #14,Staceyburgh,NY,2024-09-26,1,17.77
3553,1537,Christopher,Ramsey,gibsonkaitlyn@example.org,Johnsonport,OH,1,56,Home Item 56,Home,105.29,10,Store Javierchester #10,Port Joanne,OH,2024-08-12,3,315.87
3554,1619,Paula,Douglas,eric35@example.org,North Maureenview,PA,1,58,Electronics Item 58,Electronics,62.8,49,Store East Gary #49,Perezborough,MI,2024-07-05,4,251.2
3555,1626,Amy,Ryan,vwilliams@example.org,Lawrenceland,NY,0,96,Toys Item 96,Toys,177.96,20,Store Staceystad #20,South Nathan,NY,2024-09-13,1,177.96
3556,34,Rebecca,Mathis,waltersmaria@example.org,West Kellieview,FL,1,51,Toys Item 51,Toys,177.7,15,Store Elizabethstad #15,East John,FL,2024-02-11,1,177.7
3557,818,Kimberly,Alvarez,kathleenwagner@example.com,Contrerasberg,NY,0,57,Sports Item 57,Sports,91.88,30,Store Kimberlyport #30,Lake Lisa,TX,2024-10-21,1,91.88
3558,1808,Jason,Ramos,sararios@example.org,West Hunterberg,PA,0,92,Clothing Item 92,Clothing,109.03,14,Store Lindaberg #14,Staceyburgh,NY,2023-11-18,2,218.06
3559,1966,Diana,Parks,scott95@example.org,Campbellfort,NY,0,60,Sports Item 60,Sports,21.06,4,Store Hallfurt #4,North Ashley,NC,2024-01-12,1,21.06
3560,1838,Christina,Velez,kfrye@example.net,Richardsonport,CA,0,32,Toys Item 32,Toys,125.04,41,Store North Sarastad #41,Debraton,TX,2024-05-24,4,500.16
3561,109,Sydney,Taylor,michelleramsey@example.com,Christopherfurt,FL,0,13,Toys Item 13,Toys,54.01,23,Store North Gregory #23,Mitchellside,NC,2023-08-18,1,54.01
3562,1817,Jessica,Barber,kelleyglen@example.org,Kathleenfort,OH,0,60,Sports Item 60,Sports,21.06,42,Store North Samanthafort #42,Lake David,FL,2024-12-10,4,84.24
3563,603,Mark,Banks,amanda69@example.com,New John,FL,0,56,Home Item 56,Home,105.29,23,Store North Gregory #23,Mitchellside,NC,2024-07-19,1,105.29
3564,83,Samuel,George,mnavarro@example.com,North Jeremyshire,NC,0,66,Books Item 66,Books,167.95,31,Store Knightbury #31,Pereztown,FL,2025-05-17,2,335.9
3565,397,Amy,Lozano,arivera@example.org,North Maryfort,IL,0,9,Toys Item 9,Toys,14.16,20,Store Staceystad #20,South Nathan,NY,2025-01-15,1,14.16
3566,208,Derrick,Gilbert,johnsantiago@example.net,Lake Jesse,PA,0,65,Clothing Item 65,Clothing,173.67,10,Store Javierchester #10,Port Joanne,OH,2023-12-27,1,173.67
3567,553,Christopher,Gonzalez,tcastro@example.org,East Sandraport,MI,0,96,Toys Item 96,Toys,177.96,4,Store Hallfurt #4,North Ashley,NC,2023-08-25,3,533.88
3568,1292,Amber,Alvarez,cooperluis@example.com,South Melissa,TX,1,4,Toys Item 4,Toys,149.2,34,Store New Juanburgh #34,West Lisa,PA,2023-05-15,2,298.4
3569,827,Joel,Romero,ravery@example.org,Stevenchester,OH,1,48,Clothing Item 48,Clothing,181.38,22,Store Riversland #22,Clarkview,CA,2023-09-24,1,181.38
3570,1274,Anthony,Blackwell,katrinawood@example.com,New Carolfurt,TX,0,79,Toys Item 79,Toys,83.87,21,Store Ritterview #21,Hugheshaven,MI,2024-09-05,2,167.74
3571,1641,Deborah,Perry,montesmichelle@example.org,Port Cody,GA,1,37,Clothing Item 37,Clothing,106.52,34,Store New Juanburgh #34,West Lisa,PA,2023-11-18,1,106.52
3572,898,Alex,Nelson,nhoward@example.net,Lake Amandamouth,IL,0,75,Clothing Item 75,Clothing,159.87,49,Store East Gary #49,Perezborough,MI,2025-01-15,1,159.87
3573,1053,Danny,Gibson,stacythomas@example.org,Ashleyfurt,FL,0,63,Toys Item 63,Toys,17.77,3,Store Skinnerfurt #3,Finleyton,NC,2025-02-17,2,35.54
3574,1493,Brian,Wright,murphymallory@example.com,Port Joseph,MI,1,86,Home Item 86,Home,185.97,48,Store Lake Nathaniel #48,Margaretborough,IL,2024-09-28,3,557.91
3575,1983,Kelli,Collins,pwilliams@example.com,Port Alan,NC,0,73,Toys Item 73,Toys,69.68,10,Store Javierchester #10,Port Joanne,OH,2023-05-10,2,139.36
3576,1463,Allen,Vance,xfrey@example.com,New Juan,OH,0,49,Sports Item 49,Sports,184.13,29,Store East Laura #29,South Lisa,IL,2023-06-23,1,184.13
3577,548,Misty,Wilkins,cooperlinda@example.com,Ruizmouth,NY,0,94,Sports Item 94,Sports,62.52,10,Store Javierchester #10,Port Joanne,OH,2024-02-06,3,187.56
3578,403,Tina,Richard,perrybrittany@example.net,Whitefurt,MI,0,19,Sports Item 19,Sports,43.31,6,Store Dianamouth #6,Myersborough,IL,2023-10-06,3,129.93
3579,808,Shane,Armstrong,chaveztonya@example.net,West Kevin,PA,0,79,Toys Item 79,Toys,83.87,15,Store Elizabethstad #15,East John,FL,2024-01-07,1,83.87
3580,25,Richard,Olson,kbarrera@example.com,South Josephmouth,FL,0,6,Sports Item 6,Sports,80.83,9,Store South Dennis #9,North Kennethberg,FL,2024-12-13,1,80.83
3581,397,Amy,Lozano,arivera@example.org,North Maryfort,IL,0,25,Books Item 25,Books,59.43,27,Store Bergview #27,East Micheal,IL,2023-11-02,2,118.86
3582,1164,Lisa,Jones,samuelcampbell@example.com,Carriebury,NC,0,20,Toys Item 20,Toys,193.04,17,Store Melindahaven #17,Sullivanstad,IL,2023-12-02,2,386.08
3583,136,Amanda,Hall,charles06@example.org,Morsemouth,TX,0,27,Sports Item 27,Sports,169.97,11,Store Josephberg #11,Lake Xavierhaven,NC,2024-03-16,1,169.97
3584,989,Andrea,Marsh,markduran@example.com,Andersonville,NY,1,5,Clothing Item 5,Clothing,149.77,5,Store Coxton #5,Biancaview,TX,2024-03-15,1,149.77
3585,340,Mary,Cochran,lweaver@example.com,North Brianbury,OH,0,29,Toys Item 29,Toys,187.81,44,Store Jeremyshire #44,Port Samanthafurt,GA,2023-05-24,2,375.62
3586,1371,Julie,Rios,matthew24@example.com,Ingrammouth,MI,0,64,Toys Item 64,Toys,127.76,30,Store Kimberlyport #30,Lake Lisa,TX,2024-04-11,1,127.76
3587,763,Angela,Livingston,jbrown@example.org,East Barry,OH,1,44,Sports Item 44,Sports,108.45,31,Store Knightbury #31,Pereztown,FL,2024-01-05,2,216.9
3588,1123,Calvin,Phillips,swilliams@example.net,North Tracytown,OH,0,34,Sports Item 34,Sports,112.28,48,Store Lake Nathaniel #48,Margaretborough,IL,2024-02-16,2,224.56
3589,669,Ronald,Nelson,kristinmiller@example.com,New Sierrastad,TX,1,43,Clothing Item 43,Clothing,190.31,34,Store New Juanburgh #34,West Lisa,PA,2025-05-02,2,380.62
3590,1711,Brittney,Mccoy,travistaylor@example.net,Yvonneton,NY,0,20,Toys Item 20,Toys,193.04,46,Store Michaelberg #46,Thompsontown,PA,2024-07-20,2,386.08
3591,572,Fernando,Thomas,barneskyle@example.com,Courtneyville,MI,1,76,Sports Item 76,Sports,18.74,39,Store Lopezmouth #39,North Joshuaton,IL,2024-08-14,2,37.48
3592,464,Daniel,Harris,mserrano@example.org,South Rachel,GA,1,100,Electronics Item 100,Electronics,5.98,2,Store Tuckerhaven #2,West Richardstad,OH,2024-08-06,4,23.92
3593,673,Nathan,Chavez,harrisonamanda@example.net,Shannonstad,FL,0,56,Home Item 56,Home,105.29,33,Store East Sarah #33,West Jessicamouth,GA,2023-11-11,2,210.58
3594,1484,Joseph,Gonzalez,tmyers@example.net,Jeremyfort,NY,0,39,Sports Item 39,Sports,109.72,26,Store Meganburgh #26,Port Sandratown,TX,2023-12-07,2,219.44
3595,616,Tyrone,Simon,robert89@example.com,North Ashleystad,OH,0,7,Sports Item 7,Sports,157.94,17,Store Melindahaven #17,Sullivanstad,IL,2024-07-26,5,789.7
3596,1137,Lori,Skinner,lorraine79@example.org,Thomastown,FL,0,14,Sports Item 14,Sports,174.43,15,Store Elizabethstad #15,East John,FL,2025-03-22,3,523.29
3597,510,Derrick,Rodriguez,rwilliamson@example.net,Lopeztown,FL,0,29,Toys Item 29,Toys,187.81,30,Store Kimberlyport #30,Lake Lisa,TX,2024-10-28,4,751.24
3598,1429,Jennifer,Simpson,williamspatrick@example.net,West Adambury,NY,0,20,Toys Item 20,Toys,193.04,35,Store Jocelynburgh #35,Smallhaven,PA,2023-11-29,4,772.16
3599,1521,Jimmy,West,forbesbradley@example.net,Hansenfort,OH,1,65,Clothing Item 65,Clothing,173.67,26,Store Meganburgh #26,Port Sandratown,TX,2025-03-01,1,173.67
3600,613,Dennis,Jones,thomasnicole@example.net,Proctorberg,NC,1,54,Sports Item 54,Sports,146.18,6,Store Dianamouth #6,Myersborough,IL,2024-03-10,2,292.36
3601,986,Jeremy,Foster,michael28@example.com,South Dianamouth,MI,0,32,Toys Item 32,Toys,125.04,43,Store Jacobmouth #43,North Ronald,PA,2024-03-31,1,125.04
3602,1897,Kathryn,Austin,fjohnson@example.org,Jennaville,IL,0,9,Toys Item 9,Toys,14.16,4,Store Hallfurt #4,North Ashley,NC,2024-04-08,3,42.48
3603,886,Robert,Moore,andersonrobert@example.net,South Stephanieborough,TX,0,56,Home Item 56,Home,105.29,10,Store Javierchester #10,Port Joanne,OH,2023-08-24,2,210.58
3604,63,Barbara,Odonnell,tsanders@example.org,New Hannahbury,OH,1,54,Sports Item 54,Sports,146.18,22,Store Riversland #22,Clarkview,CA,2024-11-07,2,292.36
3605,483,Thomas,Gomez,ian37@example.net,East Jill,PA,0,48,Clothing Item 48,Clothing,181.38,32,Store New Debbieville #32,Bentleystad,MI,2023-06-11,1,181.38
3606,812,Victor,Henderson,fbarker@example.net,Colonberg,FL,1,63,Toys Item 63,Toys,17.77,38,Store Chavezshire #38,Rossmouth,TX,2023-07-14,4,71.08
3607,1740,Sandra,Robinson,gstokes@example.net,Port James,GA,0,28,Electronics Item 28,Electronics,69.46,16,Store Port Austin #16,North Christian,MI,2023-06-15,2,138.92
3608,1648,Monica,Payne,craig60@example.com,Davismouth,TX,0,37,Clothing Item 37,Clothing,106.52,11,Store Josephberg #11,Lake Xavierhaven,NC,2024-07-01,1,106.52
3609,670,Pamela,Rodriguez,steven05@example.com,Lake Angelica,MI,0,44,Sports Item 44,Sports,108.45,38,Store Chavezshire #38,Rossmouth,TX,2023-08-16,1,108.45
3610,207,Michael,Ramos,julie33@example.net,Sarahview,TX,0,49,Sports Item 49,Sports,184.13,6,Store Dianamouth #6,Myersborough,IL,2023-11-24,4,736.52
3611,18,Catherine,Brandt,jenniferross@example.net,Samuelhaven,CA,0,11,Toys Item 11,Toys,65.97,10,Store Javierchester #10,Port Joanne,OH,2025-03-15,3,197.91
3612,1837,Maria,Cohen,walkerjennifer@example.com,East Briantown,NC,1,70,Toys Item 70,Toys,164.27,6,Store Dianamouth #6,Myersborough,IL,2024-09-12,2,328.54
3613,106,Jeffery,Lee,erica21@example.net,West Kristinaton,TX,1,90,Books Item 90,Books,79.38,1,Store Martinshire #1,Port Mistyville,MI,2024-11-11,2,158.76
3614,274,Andrew,Cooper,byrdfrank@example.net,New Greg,MI,0,61,Electronics Item 61,Electronics,37.64,19,Store Victormouth #19,Matthewsview,TX,2023-05-13,1,37.64
3615,1881,Amanda,Mullins,paynestephanie@example.net,Port Richardside,TX,0,47,Toys Item 47,Toys,72.47,45,Store South Victoriaton #45,North James,GA,2025-01-19,2,144.94
3616,180,Laura,Young,jjohnson@example.net,Tannerside,FL,0,46,Toys Item 46,Toys,6.72,3,Store Skinnerfurt #3,Finleyton,NC,2023-08-17,2,13.44
3617,677,Joan,Smith,bryanwiggins@example.org,Robertmouth,PA,0,22,Toys Item 22,Toys,19.52,7,Store Cassandraborough #7,New Robert,FL,2024-10-30,4,78.08
3618,169,Kimberly,Glenn,joshua56@example.com,Klinefurt,TX,1,5,Clothing Item 5,Clothing,149.77,3,Store Skinnerfurt #3,Finleyton,NC,2024-12-19,10,1497.7
3619,1890,Samantha,Lutz,kristen89@example.com,Jimenezton,IL,0,79,Toys Item 79,Toys,83.87,13,Store Rebeccaland #13,Bakerborough,NY,2024-06-22,1,83.87
3620,1688,April,Weber,hendersoncynthia@example.org,Stevenview,PA,1,22,Toys Item 22,Toys,19.52,32,Store New Debbieville #32,Bentleystad,MI,2025-04-07,4,78.08
3621,597,David,Ruiz,rodriguezbrian@example.com,Whiteshire,PA,0,14,Sports Item 14,Sports,174.43,40,Store Port Crystalstad #40,Port Scott,MI,2023-07-11,1,174.43
3622,1255,Larry,Castro,petersonashley@example.net,New Sarahland,OH,0,68,Toys Item 68,Toys,176.33,19,Store Victormouth #19,Matthewsview,TX,2024-10-16,1,176.33
3623,1242,Nancy,Morris,taylorlindsay@example.com,Murphyhaven,NC,0,18,Sports Item 18,Sports,111.59,17,Store Melindahaven #17,Sullivanstad,IL,2024-05-28,1,111.59
3624,1434,Carl,Herrera,sherryscott@example.net,Mitchellport,FL,0,21,Home Item 21,Home,92.52,33,Store East Sarah #33,West Jessicamouth,GA,2023-08-27,2,185.04
3625,459,Jennifer,Olson,lmendoza@example.org,Johnsonton,OH,0,13,Toys Item 13,Toys,54.01,45,Store South Victoriaton #45,North James,GA,2025-04-15,2,108.02
3626,1746,Michelle,Boyd,omay@example.org,Lake Michealview,NC,0,37,Clothing Item 37,Clothing,106.52,22,Store Riversland #22,Clarkview,CA,2023-08-16,1,106.52
3627,969,Jennifer,Elliott,roberthernandez@example.com,Johnsonbury,MI,0,86,Home Item 86,Home,185.97,29,Store East Laura #29,South Lisa,IL,2024-09-18,1,185.97
3628,628,Patrick,Stewart,davisamanda@example.com,Bishopview,IL,1,46,Toys Item 46,Toys,6.72,19,Store Victormouth #19,Matthewsview,TX,2023-10-20,5,33.6
3629,822,Hector,Smith,johnthornton@example.net,Millerside,TX,0,84,Toys Item 84,Toys,119.19,27,Store Bergview #27,East Micheal,IL,2024-06-02,3,357.57
3630,1735,Veronica,Kennedy,dbowman@example.com,Lake Scottborough,CA,0,31,Home Item 31,Home,121.39,20,Store Staceystad #20,South Nathan,NY,2024-04-11,3,364.17
3631,493,Amanda,Stewart,jevans@example.net,South Coreyburgh,CA,0,86,Home Item 86,Home,185.97,30,Store Kimberlyport #30,Lake Lisa,TX,2024-08-06,1,185.97
